H,X,Y,Z,date
6678.0,NA,NA,NA,1957-08-06
6691.0,NA,NA,60644.0,1957-08-07
6701.0,NA,NA,60650.0,1957-08-08
6724.0,NA,NA,60656.0,1957-08-09
6704.0,NA,NA,60669.0,1957-08-10
6700.0,NA,NA,60639.0,1957-08-11
6696.0,NA,NA,60652.0,1957-08-12
6675.0,NA,NA,60724.0,1957-08-13
6692.0,NA,NA,60637.0,1957-08-14
6717.0,NA,NA,60637.0,1957-08-15
6709.0,NA,NA,60632.0,1957-08-16
6693.0,NA,NA,60641.0,1957-08-17
6697.0,NA,NA,60660.0,1957-08-18
6686.0,NA,NA,60681.0,1957-08-19
6686.0,NA,NA,NA,1957-08-20
6580.0,NA,NA,NA,1957-08-21
6668.0,NA,NA,60655.0,1957-08-22
6678.0,NA,NA,60633.0,1957-08-23
6674.0,NA,NA,60601.0,1957-08-24
6706.0,NA,NA,60582.0,1957-08-25
6676.0,NA,NA,60597.0,1957-08-26
6704.0,NA,NA,60607.0,1957-08-27
6686.0,NA,NA,60614.0,1957-08-28
6686.0,NA,NA,NA,1957-08-29
6668.0,NA,NA,NA,1957-08-30
6652.0,NA,NA,60617.0,1957-08-31
6696.0,NA,NA,60668.0,1957-09-01
6498.0,NA,NA,60612.0,1957-09-02
6642.0,NA,NA,NA,1957-09-03
6622.0,NA,NA,60675.0,1957-09-04
6649.0,NA,NA,60697.0,1957-09-05
6573.0,NA,NA,60694.0,1957-09-06
6660.0,NA,NA,60634.0,1957-09-07
6668.0,NA,NA,60630.0,1957-09-08
6643.0,NA,NA,60657.0,1957-09-09
6665.0,NA,NA,60638.0,1957-09-10
6673.0,NA,NA,60643.0,1957-09-11
6683.0,NA,NA,60628.0,1957-09-12
6643.0,NA,NA,60761.0,1957-09-13
6592.0,NA,NA,60760.0,1957-09-14
6673.0,NA,NA,60658.0,1957-09-15
6663.0,NA,NA,60629.0,1957-09-16
6605.0,NA,NA,60703.0,1957-09-17
6676.0,NA,NA,60625.0,1957-09-18
6669.0,NA,NA,60635.0,1957-09-19
6675.0,NA,NA,60645.0,1957-09-20
6680.0,NA,NA,60720.0,1957-09-21
6542.0,NA,NA,NA,1957-09-22
6613.0,NA,NA,60887.0,1957-09-23
6601.0,NA,NA,60739.0,1957-09-24
6582.0,NA,NA,60754.0,1957-09-25
6601.0,NA,NA,60719.0,1957-09-26
6658.0,NA,NA,60677.0,1957-09-27
6660.0,NA,NA,60656.0,1957-09-28
6693.0,NA,NA,60637.0,1957-09-29
6611.0,NA,NA,60716.0,1957-09-30
6640.0,NA,NA,60664.0,1957-10-01
6677.0,NA,NA,60651.0,1957-10-02
6647.0,NA,NA,60662.0,1957-10-03
6671.0,NA,NA,60625.0,1957-10-04
6664.0,NA,NA,60643.0,1957-10-05
6663.0,NA,NA,60649.0,1957-10-06
6667.0,NA,NA,60644.0,1957-10-07
6672.0,NA,NA,60643.0,1957-10-08
6681.0,NA,NA,60668.0,1957-10-09
6649.0,NA,NA,60711.0,1957-10-10
6647.0,NA,NA,60761.0,1957-10-11
6650.0,NA,NA,60716.0,1957-10-12
6654.0,NA,NA,60641.0,1957-10-13
6641.0,NA,NA,60712.0,1957-10-14
6644.0,NA,NA,60622.0,1957-10-15
6657.0,NA,NA,60633.0,1957-10-16
6660.0,NA,NA,60629.0,1957-10-17
6667.0,NA,NA,60627.0,1957-10-18
6671.0,NA,NA,60629.0,1957-10-19
6655.0,NA,NA,60625.0,1957-10-20
6649.0,NA,NA,60583.0,1957-10-21
6653.0,NA,NA,60637.0,1957-10-22
6649.0,NA,NA,NA,1957-10-23
6637.0,NA,NA,NA,1957-10-24
6674.0,NA,NA,60646.0,1957-10-25
6665.0,NA,NA,60626.0,1957-10-26
6648.0,NA,NA,60655.0,1957-10-27
6659.0,NA,NA,60647.0,1957-10-28
6659.0,NA,NA,60612.0,1957-10-29
6635.0,NA,NA,60626.0,1957-10-30
6640.0,NA,NA,60639.0,1957-10-31
6648.0,NA,NA,60624.0,1957-11-01
6660.0,NA,NA,60627.0,1957-11-02
6581.0,NA,NA,NA,1957-11-03
6668.0,NA,NA,NA,1957-11-04
6679.0,NA,NA,60623.0,1957-11-05
6682.0,NA,NA,60605.0,1957-11-06
6604.0,NA,NA,60667.0,1957-11-07
6625.0,NA,NA,60687.0,1957-11-08
6659.0,NA,NA,60676.0,1957-11-09
6645.0,NA,NA,60690.0,1957-11-10
6612.0,NA,NA,60685.0,1957-11-11
6609.0,NA,NA,60692.0,1957-11-12
6644.0,NA,NA,60687.0,1957-11-13
6677.0,NA,NA,60646.0,1957-11-14
6675.0,NA,NA,60651.0,1957-11-15
6683.0,NA,NA,60647.0,1957-11-16
6680.0,NA,NA,60643.0,1957-11-17
6589.0,NA,NA,60727.0,1957-11-18
6663.0,NA,NA,60608.0,1957-11-19
6659.0,NA,NA,60608.0,1957-11-20
6665.0,NA,NA,60617.0,1957-11-21
6673.0,NA,NA,60604.0,1957-11-22
6670.0,NA,NA,NA,1957-11-23
6685.0,NA,NA,NA,1957-11-24
6652.0,NA,NA,60587.0,1957-11-25
6610.0,NA,NA,60583.0,1957-11-26
6586.0,NA,NA,60632.0,1957-11-27
6596.0,NA,NA,60613.0,1957-11-28
6630.0,NA,NA,60600.0,1957-11-29
6672.0,NA,NA,60604.0,1957-11-30
6631.0,NA,NA,60615.0,1957-12-01
6603.0,NA,NA,60643.0,1957-12-02
6631.0,NA,NA,60631.0,1957-12-03
6633.0,NA,NA,60625.0,1957-12-04
6637.0,NA,NA,60665.0,1957-12-05
6601.0,NA,NA,60665.0,1957-12-06
6624.0,NA,NA,60669.0,1957-12-07
6651.0,NA,NA,60627.0,1957-12-08
6627.0,NA,NA,60657.0,1957-12-09
6624.0,NA,NA,60657.0,1957-12-10
6618.0,NA,NA,60611.0,1957-12-11
6644.0,NA,NA,60594.0,1957-12-12
6624.0,NA,NA,60623.0,1957-12-13
6667.0,NA,NA,60612.0,1957-12-14
6627.0,NA,NA,60644.0,1957-12-15
6661.0,NA,NA,60621.0,1957-12-16
6671.0,NA,NA,60611.0,1957-12-17
6675.0,NA,NA,60619.0,1957-12-18
6646.0,NA,NA,60595.0,1957-12-19
6668.0,NA,NA,60601.0,1957-12-20
6659.0,NA,NA,60605.0,1957-12-21
6666.0,NA,NA,60613.0,1957-12-22
6663.0,NA,NA,NA,1957-12-23
6673.0,NA,NA,60625.0,1957-12-24
6667.0,NA,NA,60617.0,1957-12-25
6623.0,NA,NA,60630.0,1957-12-26
6663.0,NA,NA,60620.0,1957-12-27
6668.0,NA,NA,NA,1957-12-28
6668.0,NA,NA,60620.0,1957-12-29
6636.0,NA,NA,60655.0,1957-12-30
6574.0,NA,NA,60708.0,1957-12-31
6586.0,NA,NA,60651.0,1958-01-01
6593.0,NA,NA,60683.0,1958-01-02
6642.0,NA,NA,60643.0,1958-01-03
6646.0,NA,NA,60641.0,1958-01-04
6665.0,NA,NA,60621.0,1958-01-05
6643.0,NA,NA,60632.0,1958-01-06
6650.0,NA,NA,60637.0,1958-01-07
6645.0,NA,NA,60637.0,1958-01-08
6629.0,NA,NA,60622.0,1958-01-09
6647.0,NA,NA,60623.0,1958-01-10
6676.0,NA,NA,60618.0,1958-01-11
6666.0,NA,NA,60623.0,1958-01-12
6674.0,NA,NA,60594.0,1958-01-13
6636.0,NA,NA,60637.0,1958-01-14
6645.0,NA,NA,60642.0,1958-01-15
6668.0,NA,NA,60633.0,1958-01-16
6625.0,NA,NA,60644.0,1958-01-17
6556.0,NA,NA,60671.0,1958-01-18
6623.0,NA,NA,60664.0,1958-01-19
6637.0,NA,NA,60647.0,1958-01-20
6614.0,NA,NA,60643.0,1958-01-21
6630.0,NA,NA,60663.0,1958-01-22
6618.0,NA,NA,60638.0,1958-01-23
6624.0,NA,NA,60656.0,1958-01-24
6598.0,NA,NA,60672.0,1958-01-25
6644.0,NA,NA,60641.0,1958-01-26
6662.0,NA,NA,60631.0,1958-01-27
6649.0,NA,NA,60652.0,1958-01-28
6651.0,NA,NA,60628.0,1958-01-29
6661.0,NA,NA,60648.0,1958-01-30
6643.0,NA,NA,60638.0,1958-01-31
6635.0,NA,NA,60651.0,1958-02-01
6629.0,NA,NA,60646.0,1958-02-02
6643.0,NA,NA,60638.0,1958-02-03
6656.0,NA,NA,60607.0,1958-02-04
6627.0,NA,NA,60597.0,1958-02-05
6635.0,NA,NA,60633.0,1958-02-06
6657.0,NA,NA,60627.0,1958-02-07
6630.0,NA,NA,60618.0,1958-02-08
6657.0,NA,NA,60630.0,1958-02-09
6632.0,NA,NA,60606.0,1958-02-10
6483.0,NA,NA,60770.0,1958-02-11
6614.0,NA,NA,60685.0,1958-02-12
6590.0,NA,NA,60680.0,1958-02-13
6593.0,NA,NA,60694.0,1958-02-14
6666.0,NA,NA,60659.0,1958-02-15
6633.0,NA,NA,60649.0,1958-02-16
6646.0,NA,NA,60660.0,1958-02-17
6615.0,NA,NA,60624.0,1958-02-18
6662.0,NA,NA,60658.0,1958-02-19
6622.0,NA,NA,60621.0,1958-02-20
6646.0,NA,NA,60646.0,1958-02-21
6662.0,NA,NA,60639.0,1958-02-22
6671.0,NA,NA,60643.0,1958-02-23
6648.0,NA,NA,60670.0,1958-02-24
6612.0,NA,NA,60656.0,1958-02-25
6632.0,NA,NA,60658.0,1958-02-26
6648.0,NA,NA,60641.0,1958-02-27
6646.0,NA,NA,60666.0,1958-02-28
6640.0,NA,NA,60632.0,1958-03-01
6622.0,NA,NA,60632.0,1958-03-02
6658.0,NA,NA,60597.0,1958-03-03
6600.0,NA,NA,60625.0,1958-03-04
6649.0,NA,NA,60630.0,1958-03-05
6612.0,NA,NA,60641.0,1958-03-06
6627.0,NA,NA,60634.0,1958-03-07
6644.0,NA,NA,60641.0,1958-03-08
6606.0,NA,NA,60646.0,1958-03-09
6618.0,NA,NA,60642.0,1958-03-10
6605.0,NA,NA,60604.0,1958-03-11
6629.0,NA,NA,60717.0,1958-03-12
6569.0,NA,NA,60762.0,1958-03-13
6629.0,NA,NA,60634.0,1958-03-14
6548.0,NA,NA,60679.0,1958-03-15
6654.0,NA,NA,60595.0,1958-03-16
6583.0,NA,NA,60668.0,1958-03-17
6593.0,NA,NA,60616.0,1958-03-18
6604.0,NA,NA,NA,1958-03-19
6615.0,NA,NA,60581.0,1958-03-20
6634.0,NA,NA,60590.0,1958-03-21
6630.0,NA,NA,60588.0,1958-03-22
6624.0,NA,NA,60635.0,1958-03-23
6628.0,NA,NA,60641.0,1958-03-24
6605.0,NA,NA,60657.0,1958-03-25
6628.0,NA,NA,60661.0,1958-03-26
6695.0,NA,NA,60615.0,1958-03-27
6657.0,NA,NA,60629.0,1958-03-28
6675.0,NA,NA,60605.0,1958-03-29
6644.0,NA,NA,60650.0,1958-03-30
6651.0,NA,NA,60560.0,1958-03-31
6664.0,NA,NA,NA,1958-04-01
6644.0,NA,NA,60659.0,1958-04-02
6674.0,NA,NA,60642.0,1958-04-03
6577.0,NA,NA,60601.0,1958-04-04
6640.0,NA,NA,60713.0,1958-04-05
6650.0,NA,NA,60607.0,1958-04-06
6669.0,NA,NA,60646.0,1958-04-07
6666.0,NA,NA,60611.0,1958-04-08
6682.0,NA,NA,60602.0,1958-04-09
6670.0,NA,NA,60634.0,1958-04-10
6659.0,NA,NA,60614.0,1958-04-11
6676.0,NA,NA,60626.0,1958-04-12
6668.0,NA,NA,60624.0,1958-04-13
6657.0,NA,NA,60609.0,1958-04-14
6670.0,NA,NA,60623.0,1958-04-15
6622.0,NA,NA,60609.0,1958-04-16
6609.0,NA,NA,60580.0,1958-04-17
6611.0,NA,NA,60643.0,1958-04-18
6643.0,NA,NA,60608.0,1958-04-19
6644.0,NA,NA,60635.0,1958-04-20
6661.0,NA,NA,60612.0,1958-04-21
6642.0,NA,NA,60648.0,1958-04-22
6649.0,NA,NA,60593.0,1958-04-23
6668.0,NA,NA,60649.0,1958-04-24
6659.0,NA,NA,60624.0,1958-04-25
6680.0,NA,NA,60631.0,1958-04-26
6700.0,NA,NA,NA,1958-04-27
6621.0,NA,NA,60617.0,1958-04-28
6688.0,NA,NA,60644.0,1958-04-29
6676.0,NA,NA,60625.0,1958-04-30
6657.0,NA,NA,NA,1958-05-01
6670.0,NA,NA,60659.0,1958-05-02
6656.0,NA,NA,60684.0,1958-05-03
6681.0,NA,NA,60670.0,1958-05-04
6707.0,NA,NA,60617.0,1958-05-05
6686.0,NA,NA,60646.0,1958-05-06
6690.0,NA,NA,60657.0,1958-05-07
6686.0,NA,NA,60644.0,1958-05-08
6691.0,NA,NA,60653.0,1958-05-09
6674.0,NA,NA,60699.0,1958-05-10
6653.0,NA,NA,60696.0,1958-05-11
6683.0,NA,NA,60609.0,1958-05-12
6642.0,NA,NA,60643.0,1958-05-13
6657.0,NA,NA,60638.0,1958-05-14
6673.0,NA,NA,60641.0,1958-05-15
6639.0,NA,NA,60638.0,1958-05-16
6635.0,NA,NA,NA,1958-05-17
6682.0,NA,NA,60623.0,1958-05-18
6657.0,NA,NA,60642.0,1958-05-19
6681.0,NA,NA,60618.0,1958-05-20
6684.0,NA,NA,60599.0,1958-05-21
6666.0,NA,NA,60619.0,1958-05-22
6680.0,NA,NA,60616.0,1958-05-23
6668.0,NA,NA,60630.0,1958-05-24
6715.0,NA,NA,60599.0,1958-05-25
6676.0,NA,NA,60663.0,1958-05-26
6686.0,NA,NA,60579.0,1958-05-27
6673.0,NA,NA,60622.0,1958-05-28
6609.0,NA,NA,60716.0,1958-05-29
6690.0,NA,NA,60606.0,1958-05-30
6623.0,NA,NA,60610.0,1958-05-31
6683.0,NA,NA,60575.0,1958-06-01
6556.0,NA,NA,60707.0,1958-06-02
6659.0,NA,NA,60648.0,1958-06-03
6681.0,NA,NA,60615.0,1958-06-04
6669.0,NA,NA,60624.0,1958-06-05
6670.0,NA,NA,NA,1958-06-06
6653.0,NA,NA,60684.0,1958-06-07
6683.0,NA,NA,60609.0,1958-06-08
6685.0,NA,NA,60564.0,1958-06-09
6674.0,NA,NA,60578.0,1958-06-10
6687.0,NA,NA,60612.0,1958-06-11
6680.0,NA,NA,60713.0,1958-06-12
6695.0,NA,NA,60678.0,1958-06-13
6726.0,NA,NA,60641.0,1958-06-14
6688.0,NA,NA,60683.0,1958-06-15
6643.0,NA,NA,60726.0,1958-06-16
6682.0,NA,NA,60671.0,1958-06-17
6706.0,NA,NA,60646.0,1958-06-18
6677.0,NA,NA,60655.0,1958-06-19
6710.0,NA,NA,60645.0,1958-06-20
6671.0,NA,NA,NA,1958-06-21
6696.0,NA,NA,NA,1958-06-22
6674.0,NA,NA,60670.0,1958-06-23
6659.0,NA,NA,60674.0,1958-06-24
6683.0,NA,NA,60653.0,1958-06-25
6699.0,NA,NA,60621.0,1958-06-26
6726.0,NA,NA,60586.0,1958-06-27
6668.0,NA,NA,60518.0,1958-06-28
6718.0,NA,NA,60791.0,1958-06-29
6716.0,NA,NA,NA,1958-06-30
6698.0,NA,NA,NA,1958-07-01
6698.0,NA,NA,60616.0,1958-07-02
6665.0,NA,NA,60621.0,1958-07-03
6705.0,NA,NA,60658.0,1958-07-04
6718.0,NA,NA,60603.0,1958-07-05
6684.0,NA,NA,60571.0,1958-07-06
6700.0,NA,NA,60576.0,1958-07-07
6561.0,NA,NA,60703.0,1958-07-08
6679.0,NA,NA,60687.0,1958-07-09
6718.0,NA,NA,60566.0,1958-07-10
6699.0,NA,NA,60596.0,1958-07-11
6664.0,NA,NA,60719.0,1958-07-12
6596.0,NA,NA,60710.0,1958-07-13
6659.0,NA,NA,60717.0,1958-07-14
6693.0,NA,NA,60698.0,1958-07-15
6674.0,NA,NA,60659.0,1958-07-16
6688.0,NA,NA,60668.0,1958-07-17
6728.0,NA,NA,60628.0,1958-07-18
6686.0,NA,NA,60600.0,1958-07-19
6657.0,NA,NA,60686.0,1958-07-20
6670.0,NA,NA,NA,1958-07-21
6670.0,NA,NA,60658.0,1958-07-22
6675.0,NA,NA,60636.0,1958-07-23
6696.0,NA,NA,60619.0,1958-07-24
6686.0,NA,NA,60671.0,1958-07-25
6703.0,NA,NA,60656.0,1958-07-26
6646.0,NA,NA,60591.0,1958-07-27
6709.0,NA,NA,60595.0,1958-07-28
6696.0,NA,NA,60637.0,1958-07-29
6699.0,NA,NA,60645.0,1958-07-30
6677.0,NA,NA,60672.0,1958-07-31
6698.0,NA,NA,60608.0,1958-08-01
6626.0,NA,NA,60635.0,1958-08-02
6645.0,NA,NA,60634.0,1958-08-03
6676.0,NA,NA,60605.0,1958-08-04
6678.0,NA,NA,60624.0,1958-08-05
6697.0,NA,NA,60576.0,1958-08-06
6696.0,NA,NA,60628.0,1958-08-07
6693.0,NA,NA,60582.0,1958-08-08
6703.0,NA,NA,60560.0,1958-08-09
6721.0,NA,NA,60576.0,1958-08-10
6650.0,NA,NA,60623.0,1958-08-11
6680.0,NA,NA,60609.0,1958-08-12
6703.0,NA,NA,60598.0,1958-08-13
6732.0,NA,NA,60569.0,1958-08-14
6695.0,NA,NA,60564.0,1958-08-15
6692.0,NA,NA,60569.0,1958-08-16
6624.0,NA,NA,60529.0,1958-08-17
6693.0,NA,NA,NA,1958-08-18
6664.0,NA,NA,60632.0,1958-08-19
6660.0,NA,NA,60626.0,1958-08-20
6683.0,NA,NA,60613.0,1958-08-21
6676.0,NA,NA,60611.0,1958-08-22
6697.0,NA,NA,60627.0,1958-08-23
6704.0,NA,NA,NA,1958-08-24
6646.0,NA,NA,60695.0,1958-08-25
6638.0,NA,NA,60745.0,1958-08-26
6676.0,NA,NA,60710.0,1958-08-27
6634.0,NA,NA,60687.0,1958-08-28
6642.0,NA,NA,60676.0,1958-08-29
6679.0,NA,NA,NA,1958-08-30
6700.0,NA,NA,NA,1958-08-31
6643.0,NA,NA,60649.0,1958-09-01
6663.0,NA,NA,60606.0,1958-09-02
6635.0,NA,NA,NA,1958-09-03
6606.0,NA,NA,NA,1958-09-04
6611.0,NA,NA,60749.0,1958-09-05
6648.0,NA,NA,60679.0,1958-09-06
6642.0,NA,NA,60659.0,1958-09-07
6679.0,NA,NA,60606.0,1958-09-08
6676.0,NA,NA,60627.0,1958-09-09
6666.0,NA,NA,60635.0,1958-09-10
6683.0,NA,NA,60629.0,1958-09-11
6690.0,NA,NA,60629.0,1958-09-12
6679.0,NA,NA,60631.0,1958-09-13
6671.0,NA,NA,60624.0,1958-09-14
6686.0,NA,NA,60620.0,1958-09-15
6692.0,NA,NA,60533.0,1958-09-16
6654.0,NA,NA,60638.0,1958-09-17
6677.0,NA,NA,60633.0,1958-09-18
6669.0,NA,NA,60628.0,1958-09-19
6692.0,NA,NA,60618.0,1958-09-20
6690.0,NA,NA,60596.0,1958-09-21
6688.0,NA,NA,60593.0,1958-09-22
6687.0,NA,NA,60594.0,1958-09-23
6680.0,NA,NA,60627.0,1958-09-24
6656.0,NA,NA,60663.0,1958-09-25
6662.0,NA,NA,60712.0,1958-09-26
6656.0,NA,NA,60662.0,1958-09-27
6623.0,NA,NA,60647.0,1958-09-28
6652.0,NA,NA,60635.0,1958-09-29
6631.0,NA,NA,60671.0,1958-09-30
6676.0,NA,NA,60607.0,1958-10-01
6666.0,NA,NA,60607.0,1958-10-02
6658.0,NA,NA,60666.0,1958-10-03
6667.0,NA,NA,60638.0,1958-10-04
6683.0,NA,NA,60614.0,1958-10-05
