H,X,Y,Z,date
NA,NA,NA,NA,1962-04-23
NA,NA,NA,NA,1962-04-24
NA,NA,NA,NA,1962-04-25
NA,NA,NA,NA,1962-04-26
NA,NA,NA,NA,1962-04-27
NA,NA,NA,NA,1962-04-28
NA,NA,NA,NA,1962-04-29
NA,NA,NA,NA,1962-04-30
NA,NA,NA,NA,1962-05-01
NA,NA,NA,NA,1962-05-02
NA,NA,NA,NA,1962-05-03
NA,NA,NA,NA,1962-05-04
NA,NA,NA,NA,1962-05-05
NA,NA,NA,NA,1962-05-06
NA,NA,NA,NA,1962-05-07
NA,NA,NA,NA,1962-05-08
NA,NA,NA,NA,1962-05-09
NA,NA,NA,NA,1962-05-10
NA,NA,NA,NA,1962-05-11
NA,NA,NA,NA,1962-05-12
NA,NA,NA,NA,1962-05-13
NA,NA,NA,NA,1962-05-14
NA,NA,NA,NA,1962-05-15
NA,NA,NA,NA,1962-05-16
NA,NA,NA,NA,1962-05-17
NA,NA,NA,NA,1962-05-18
NA,NA,NA,NA,1962-05-19
NA,NA,NA,NA,1962-05-20
NA,NA,NA,NA,1962-05-21
NA,NA,NA,NA,1962-05-22
NA,NA,NA,NA,1962-05-23
NA,NA,NA,NA,1962-05-24
NA,NA,NA,NA,1962-05-25
NA,NA,NA,NA,1962-05-26
NA,NA,NA,NA,1962-05-27
NA,NA,NA,NA,1962-05-28
NA,NA,NA,NA,1962-05-29
NA,NA,NA,NA,1962-05-30
NA,NA,NA,NA,1962-05-31
NA,NA,NA,NA,1962-06-01
NA,NA,NA,NA,1962-06-02
NA,NA,NA,NA,1962-06-03
NA,NA,NA,NA,1962-06-04
NA,NA,NA,NA,1962-06-05
NA,NA,NA,NA,1962-06-06
NA,NA,NA,NA,1962-06-07
NA,NA,NA,NA,1962-06-08
NA,NA,NA,NA,1962-06-09
NA,NA,NA,NA,1962-06-10
NA,NA,NA,NA,1962-06-11
NA,NA,NA,NA,1962-06-12
NA,NA,NA,NA,1962-06-13
NA,NA,NA,NA,1962-06-14
NA,NA,NA,NA,1962-06-15
NA,NA,NA,NA,1962-06-16
NA,NA,NA,NA,1962-06-17
NA,NA,NA,NA,1962-06-18
NA,NA,NA,NA,1962-06-19
NA,NA,NA,NA,1962-06-20
NA,NA,NA,NA,1962-06-21
NA,NA,NA,NA,1962-06-22
NA,NA,NA,NA,1962-06-23
NA,NA,NA,NA,1962-06-24
NA,NA,NA,NA,1962-06-25
NA,NA,NA,NA,1962-06-26
NA,NA,NA,NA,1962-06-27
NA,NA,NA,NA,1962-06-28
NA,NA,NA,NA,1962-06-29
NA,NA,NA,NA,1962-06-30
NA,NA,NA,NA,1962-07-01
NA,NA,NA,NA,1962-07-02
NA,NA,NA,NA,1962-07-03
NA,NA,NA,NA,1962-07-04
NA,NA,NA,NA,1962-07-05
NA,NA,NA,NA,1962-07-06
NA,NA,NA,NA,1962-07-07
NA,NA,NA,NA,1962-07-08
NA,NA,NA,NA,1962-07-09
NA,NA,NA,NA,1962-07-10
NA,NA,NA,NA,1962-07-11
NA,NA,NA,NA,1962-07-12
NA,NA,NA,NA,1962-07-13
NA,NA,NA,NA,1962-07-14
NA,NA,NA,NA,1962-07-15
NA,NA,NA,NA,1962-07-16
NA,NA,NA,NA,1962-07-17
NA,NA,NA,NA,1962-07-18
NA,NA,NA,NA,1962-07-19
NA,NA,NA,NA,1962-07-20
NA,NA,NA,NA,1962-07-21
NA,NA,NA,NA,1962-07-22
NA,NA,NA,NA,1962-07-23
NA,NA,NA,NA,1962-07-24
NA,NA,NA,NA,1962-07-25
NA,NA,NA,NA,1962-07-26
NA,NA,NA,NA,1962-07-27
NA,NA,NA,NA,1962-07-28
NA,NA,NA,NA,1962-07-29
NA,NA,NA,NA,1962-07-30
NA,NA,NA,NA,1962-07-31
NA,NA,NA,NA,1962-08-01
NA,NA,NA,NA,1962-08-02
NA,NA,NA,NA,1962-08-03
NA,NA,NA,NA,1962-08-04
NA,NA,NA,NA,1962-08-05
NA,NA,NA,NA,1962-08-06
NA,NA,NA,NA,1962-08-07
NA,NA,NA,NA,1962-08-08
NA,NA,NA,NA,1962-08-09
NA,NA,NA,NA,1962-08-10
NA,NA,NA,NA,1962-08-11
NA,NA,NA,NA,1962-08-12
NA,NA,NA,NA,1962-08-13
NA,NA,NA,NA,1962-08-14
NA,NA,NA,NA,1962-08-15
NA,NA,NA,NA,1962-08-16
NA,NA,NA,NA,1962-08-17
NA,NA,NA,NA,1962-08-18
NA,NA,NA,NA,1962-08-19
NA,NA,NA,NA,1962-08-20
NA,NA,NA,NA,1962-08-21
NA,NA,NA,NA,1962-08-22
NA,NA,NA,NA,1962-08-23
NA,NA,NA,NA,1962-08-24
NA,NA,NA,NA,1962-08-25
NA,NA,NA,NA,1962-08-26
NA,NA,NA,NA,1962-08-27
NA,NA,NA,NA,1962-08-28
NA,NA,NA,NA,1962-08-29
NA,NA,NA,NA,1962-08-30
NA,NA,NA,NA,1962-08-31
NA,NA,NA,NA,1962-09-01
NA,NA,NA,NA,1962-09-02
NA,NA,NA,NA,1962-09-03
NA,NA,NA,NA,1962-09-04
NA,NA,NA,NA,1962-09-05
NA,NA,NA,NA,1962-09-06
NA,NA,NA,NA,1962-09-07
NA,NA,NA,NA,1962-09-08
NA,NA,NA,NA,1962-09-09
NA,NA,NA,NA,1962-09-10
NA,NA,NA,NA,1962-09-11
NA,NA,NA,NA,1962-09-12
NA,NA,NA,NA,1962-09-13
NA,NA,NA,NA,1962-09-14
NA,NA,NA,NA,1962-09-15
NA,NA,NA,NA,1962-09-16
NA,NA,NA,NA,1962-09-17
NA,NA,NA,NA,1962-09-18
NA,NA,NA,NA,1962-09-19
NA,NA,NA,NA,1962-09-20
NA,NA,NA,NA,1962-09-21
NA,NA,NA,NA,1962-09-22
NA,NA,NA,NA,1962-09-23
NA,NA,NA,NA,1962-09-24
NA,NA,NA,NA,1962-09-25
NA,NA,NA,NA,1962-09-26
NA,NA,NA,NA,1962-09-27
NA,NA,NA,NA,1962-09-28
NA,NA,NA,NA,1962-09-29
NA,NA,NA,NA,1962-09-30
NA,NA,NA,49476.0,1962-10-01
NA,10970.061001214557,-4724.076378471399,49462.0,1962-10-02
NA,10975.482616135374,-4731.710614873887,49459.0,1962-10-03
NA,10946.866573759778,-4712.200782681151,49460.0,1962-10-04
NA,10997.93011928973,-4747.838886400821,49461.0,1962-10-05
NA,10910.272494301702,-4675.773101860667,49463.0,1962-10-06
NA,10966.756020130328,-4724.16589409551,49469.0,1962-10-07
NA,10982.645041166266,-4737.829555793033,49485.0,1962-10-08
NA,10992.04863957548,-4721.041802950576,49467.0,1962-10-09
NA,11001.426373702434,-4737.204000674292,49485.0,1962-10-10
NA,10951.237845867856,-4719.747307137487,49458.0,1962-10-11
NA,10992.607342330242,-4742.5064910179335,49484.0,1962-10-12
NA,11004.169017981783,-4753.570576281561,49480.0,1962-10-13
NA,10942.012215977986,-4718.413363132627,49475.0,1962-10-14
NA,10976.906179070229,-4733.460334247014,49471.0,1962-10-15
NA,11000.780995922816,-4743.755630272647,49467.0,1962-10-16
NA,10991.917456455056,-4744.105250780023,49477.0,1962-10-17
NA,10966.117358636295,-4730.6996392305155,49486.0,1962-10-18
NA,11007.33793296063,-4753.799704405517,49468.0,1962-10-19
NA,11003.673802640256,-4744.623467156115,49481.0,1962-10-20
NA,11007.02821053304,-4741.89360620099,49497.0,1962-10-21
NA,10982.093695321977,-4739.1074124954475,49450.0,1962-10-22
NA,11004.686672276888,-4739.746327073994,49491.0,1962-10-23
NA,10947.015417248142,-4719.4379384129525,49458.0,1962-10-24
NA,10977.864725488036,-4723.65187846072,49471.0,1962-10-25
NA,10987.878476063217,-4740.845451527256,49469.0,1962-10-26
NA,10958.532811691586,-4717.97833982723,49475.0,1962-10-27
NA,10975.47797551583,-4724.138462086706,49472.0,1962-10-28
NA,10972.258497969804,-4718.970168768755,NA,1962-10-29
NA,10992.331092345908,-4727.981932732546,49480.0,1962-10-30
NA,10989.301011340587,-4742.596786798216,49462.0,1962-10-31
NA,10983.149715736936,-4739.1841409368835,49463.0,1962-11-01
NA,NA,NA,49469.0,1962-11-02
NA,NA,NA,NA,1962-11-03
NA,NA,NA,49469.0,1962-11-04
NA,10996.189684989626,-4741.775765652333,49455.0,1962-11-05
NA,NA,NA,49445.0,1962-11-06
NA,NA,NA,NA,1962-11-07
NA,11006.745803655356,-4750.125347158243,49481.0,1962-11-08
NA,10995.547246490227,-4740.740105743109,49474.0,1962-11-09
NA,NA,NA,NA,1962-11-10
NA,NA,NA,NA,1962-11-11
NA,10998.53052800621,-4743.923505339799,49478.0,1962-11-12
NA,11005.462045202998,-4748.052355608165,49477.0,1962-11-13
NA,11016.163947155652,-4748.489011189562,49463.0,1962-11-14
NA,10995.313886525655,-4746.330007150375,49457.0,1962-11-15
NA,10995.730440458568,-4730.20211838488,49479.0,1962-11-16
NA,10992.56327170132,-4737.557674334233,49476.0,1962-11-17
NA,11003.492494529894,-4739.990920120452,49472.0,1962-11-18
NA,11009.825507689504,-4748.0356243639935,49473.0,1962-11-19
NA,11012.718404349109,-4748.903278285464,49473.0,1962-11-20
NA,10995.027777764231,-4754.556253341938,49436.0,1962-11-21
NA,10979.701871287632,-4724.442381661868,49463.0,1962-11-22
NA,10999.586757642299,-4743.9995953941825,49482.0,1962-11-23
NA,11012.481434777072,-4754.500778072326,49484.0,1962-11-24
NA,10999.405301065306,-4739.368314754241,49488.0,1962-11-25
NA,10996.189684989626,-4741.775765652333,49474.0,1962-11-26
NA,NA,NA,NA,1962-11-27
NA,11010.654028542536,-4746.113975005239,49479.0,1962-11-28
NA,11012.619732939336,-4754.180435961086,49474.0,1962-11-29
NA,10949.526010005644,-4711.080572035453,49468.0,1962-11-30
NA,11012.580259693095,-4749.223623269172,49483.0,1962-12-01
NA,11012.352581532867,-4747.225992093319,49480.0,1962-12-02
NA,11005.600155791228,-4747.7322176854195,49473.0,1962-12-03
NA,11033.577837591103,-4771.226372937928,49459.0,1962-12-04
NA,10986.360951945444,-4744.361077486454,49467.0,1962-12-05
NA,10998.986336053553,-4747.915287713886,49472.0,1962-12-06
NA,11015.235702747419,-4755.689898733786,49473.0,1962-12-07
NA,11027.515731233141,-4770.128069287613,49464.0,1962-12-08
NA,10994.354015250045,-4733.400446545297,49454.0,1962-12-09
NA,10999.405301065306,-4739.368314754241,49458.0,1962-12-10
NA,11001.138491268532,-4753.020923152972,49442.0,1962-12-11
NA,10984.110846246018,-4744.526732707975,49455.0,1962-12-12
NA,10979.385496379413,-4735.287015788316,49457.0,1962-12-13
NA,10989.716316630056,-4734.056535361099,49481.0,1962-12-14
NA,11002.80297441453,-4741.591263090355,49474.0,1962-12-15
NA,11011.434273278903,-4746.8301260165945,49479.0,1962-12-16
NA,NA,NA,49458.0,1962-12-17
NA,NA,NA,49461.0,1962-12-18
NA,NA,NA,49446.0,1962-12-19
NA,NA,NA,49444.0,1962-12-20
NA,10979.613786170175,-4729.7046532042405,49466.0,1962-12-21
NA,NA,NA,NA,1962-12-22
NA,11003.721328723386,-4741.9870223143835,49487.0,1962-12-23
NA,11017.220401724113,-4748.564374611969,49498.0,1962-12-24
NA,11006.476391649956,-4743.17429998647,49485.0,1962-12-25
NA,11026.026889897996,-4758.446387556168,49481.0,1962-12-26
NA,11009.140910828608,-4742.044433102651,49483.0,1962-12-27
NA,11015.058625309943,-4751.052460348658,49483.0,1962-12-28
NA,11007.160288380199,-4749.164809301307,49479.0,1962-12-29
NA,11005.136720189475,-4751.329789641765,49474.0,1962-12-30
NA,11022.90771338745,-4755.57888612348,49488.0,1962-12-31
NA,11013.413342217553,-4739.707433319527,49483.0,1963-01-01
NA,11015.434665870389,-4737.539458615718,49481.0,1963-01-02
NA,11022.370054725343,-4741.662090100266,49477.0,1963-01-03
NA,11046.242544979,-4759.549310333473,49473.0,1963-01-04
NA,11007.670697050076,-4742.929666915282,49476.0,1963-01-05
NA,11014.789455901913,-4744.09762148209,49476.0,1963-01-06
NA,11014.513436849762,-4744.738427927934,49474.0,1963-01-07
NA,NA,NA,49473.0,1963-01-08
NA,NA,NA,49475.0,1963-01-09
NA,11012.448799244257,-4734.357447851157,49472.0,1963-01-10
NA,11041.927423883082,-4756.92839610801,49473.0,1963-01-11
NA,11025.62361236809,-4751.8059680916285,49467.0,1963-01-12
NA,10968.9109434334,-4721.690027418888,49454.0,1963-01-13
NA,10999.030064647624,-4722.524498293014,49481.0,1963-01-14
NA,10977.452467297964,-4724.609859894662,49474.0,1963-01-15
NA,10972.970323717935,-4707.177739878271,49475.0,1963-01-16
NA,10997.705269574948,-4730.67255298477,NA,1963-01-17
NA,NA,NA,NA,1963-01-18
NA,11009.963617789195,-4747.715359513275,49469.0,1963-01-19
NA,11000.690438630754,-4741.43974689312,49478.0,1963-01-20
NA,11012.403171706019,-4736.994868458188,49483.0,1963-01-21
NA,11012.081167377579,-4740.273131696957,49485.0,1963-01-22
NA,10996.879443955675,-4732.591942593943,49482.0,1963-01-23
NA,11004.087807247193,-4743.66319740279,49475.0,1963-01-24
NA,11002.803905020772,-4734.003615087303,49488.0,1963-01-25
NA,11018.741892554159,-4737.4426756713365,49478.0,1963-01-26
NA,11011.30052477059,-4739.557442756333,49476.0,1963-01-27
NA,11010.886878430872,-4740.518341953636,49477.0,1963-01-28
NA,NA,NA,NA,1963-01-29
NA,10986.730863435341,-4730.8761275727065,49449.0,1963-01-30
NA,10884.985146780953,-4671.308526993053,49406.0,1963-01-31
NA,NA,NA,NA,1963-02-01
NA,11022.003044184654,-4739.984482462389,49479.0,1963-02-02
NA,11008.958403048437,-4737.41067250341,49482.0,1963-02-03
NA,11015.707890776916,-4744.493193701009,49484.0,1963-02-04
NA,11014.422901266355,-4742.420495069923,49482.0,1963-02-05
NA,11013.366475794446,-4742.34539756933,49476.0,1963-02-06
NA,11019.981139872516,-4742.154012350722,49479.0,1963-02-07
NA,NA,NA,NA,1963-02-08
NA,11007.070755685912,-4746.847625458814,49454.0,1963-02-09
NA,10961.218952974103,-4706.667617854623,49493.0,1963-02-10
NA,NA,NA,NA,1963-02-11
NA,10950.540635372048,-4713.782323470775,49472.0,1963-02-12
NA,10983.282200412506,-4723.71126404883,49465.0,1963-02-13
NA,10985.078806820358,-4734.71093182532,49489.0,1963-02-14
NA,NA,NA,NA,1963-02-15
NA,11019.153310021286,-4744.0772896578055,49489.0,1963-02-16
NA,NA,NA,49478.0,1963-02-17
NA,NA,NA,49485.0,1963-02-18
NA,11023.559416856744,-4749.015348788525,49476.0,1963-02-19
NA,NA,NA,49470.0,1963-02-20
NA,11040.59389570446,-4757.496235430294,49497.0,1963-02-21
NA,11018.144017068502,-4741.363455709503,49479.0,1963-02-22
NA,NA,NA,NA,1963-02-23
NA,11015.659934738525,-4747.131892226759,49477.0,1963-02-24
NA,NA,NA,NA,1963-02-25
NA,11025.444672014786,-4747.166079287806,49474.0,1963-02-26
NA,NA,NA,NA,1963-02-27
NA,11015.431848709752,-4745.1340535785575,49464.0,1963-02-28
NA,10997.017113498896,-4739.856496288932,49462.0,1963-03-01
NA,11014.831236149179,-4749.0544152654575,49466.0,1963-03-02
NA,NA,NA,NA,1963-03-03
NA,NA,NA,NA,1963-03-04
NA,10975.98791688359,-4733.064361322951,49461.0,1963-03-05
NA,10986.455613626009,-4731.515301658187,49482.0,1963-03-06
NA,10998.11650070428,-4744.883290128033,49461.0,1963-03-07
NA,NA,NA,NA,1963-03-08
NA,10981.725800401833,-4729.857021601047,49478.0,1963-03-09
NA,10957.308749362166,-4703.101207836306,49429.0,1963-03-10
NA,10968.916975056436,-4729.258440212247,49488.0,1963-03-11
NA,10994.85936416104,-4734.755385689979,49501.0,1963-03-12
NA,NA,NA,NA,1963-03-13
NA,11004.820040960083,-4747.0159959792945,49474.0,1963-03-14
NA,11011.16265197451,-4739.877746499551,49476.0,1963-03-15
NA,11014.561658959674,-4734.506569958007,49481.0,1963-03-16
NA,11009.968047457896,-4732.532048909564,49471.0,1963-03-17
NA,NA,NA,NA,1963-03-18
NA,11005.230454166482,-4723.291082570141,49467.0,1963-03-19
NA,11009.043652041859,-4724.548430002261,49467.0,1963-03-20
NA,11017.589269991666,-4727.456787508955,49479.0,1963-03-21
NA,11027.972079522999,-4746.353106676873,49482.0,1963-03-22
NA,11030.088477837524,-4738.899995893128,49477.0,1963-03-23
NA,11023.421927868545,-4726.542605349809,49482.0,1963-03-24
NA,11020.762826886583,-4735.273140328322,49477.0,1963-03-25
NA,11023.012761750648,-4742.698562451798,49472.0,1963-03-26
NA,11019.017487149493,-4736.801623236259,49474.0,1963-03-27
NA,11021.865158961966,-4740.305097529095,49472.0,1963-03-28
NA,11016.811686194398,-4741.9295936285835,49466.0,1963-03-29
NA,11019.15527046145,-4736.481091006451,49473.0,1963-03-30
NA,11017.180065524155,-4736.011761368119,49470.0,1963-03-31
NA,NA,NA,49477.0,1963-04-01
NA,11029.166753892581,-4746.106795556816,49480.0,1963-04-02
NA,11000.27820192297,-4734.813141011832,49474.0,1963-04-03
NA,NA,NA,49472.0,1963-04-04
NA,10965.950274979512,-4708.3214170951405,49491.0,1963-04-05
NA,10994.349768351856,-4725.818677344855,49473.0,1963-04-06
NA,10997.201407046112,-4736.901646948457,49479.0,1963-04-07
NA,11011.206189444058,-4744.832795109734,49478.0,1963-04-08
NA,11015.431848709752,-4745.1340535785575,49474.0,1963-04-09
NA,11012.31006401227,-4742.270242621574,49471.0,1963-04-10
NA,11014.607641479963,-4739.461942483683,49466.0,1963-04-11
NA,11026.228420294921,-4732.682941364293,49471.0,1963-04-12
NA,11047.421616765325,-4766.917203122603,49465.0,1963-04-13
NA,11036.6109941682,-4743.984270990536,49491.0,1963-04-14
NA,10970.600153724428,-4715.2320480652415,49492.0,1963-04-15
NA,10992.379359769491,-4732.929326634159,49481.0,1963-04-16
NA,11013.597382129938,-4736.749276069038,49501.0,1963-04-17
NA,NA,NA,NA,1963-04-18
NA,11001.871413523253,-4718.438979185791,49461.0,1963-04-19
NA,11026.687099337898,-4744.2794619726155,49484.0,1963-04-20
NA,11022.64589479012,-4741.020826580128,49485.0,1963-04-21
NA,10997.655872628622,-4725.723786600013,49472.0,1963-04-22
NA,10949.485926047619,-4695.972099074389,49449.0,1963-04-23
NA,11013.413342217553,-4739.707433319527,49476.0,1963-04-24
NA,11009.463470962653,-4738.766725798917,49459.0,1963-04-25
NA,11005.742612441783,-4732.233040403137,49460.0,1963-04-26
NA,NA,NA,NA,1963-04-27
NA,11019.568564453075,-4735.519470271197,49473.0,1963-04-28
NA,11023.748881963225,-4738.455612054894,49470.0,1963-04-29
NA,11051.9592756854,-4771.544840886591,49460.0,1963-04-30
NA,NA,NA,NA,1963-05-01
NA,10980.610976794733,-4717.264416618493,49491.0,1963-05-02
NA,NA,NA,NA,1963-05-03
NA,NA,NA,NA,1963-05-04
NA,10992.87244938868,-4719.123256651738,49480.0,1963-05-05
NA,10984.1354938133,-4711.589058221314,49472.0,1963-05-06
NA,11024.39189045892,-4739.491897406681,49486.0,1963-05-07
NA,10993.516766369605,-4720.157318093369,49480.0,1963-05-08
NA,NA,NA,NA,1963-05-09
NA,11003.61388132749,-4716.912713911184,49474.0,1963-05-10
NA,NA,NA,NA,1963-05-11
NA,11001.193429278066,-4727.6229895804,49474.0,1963-05-12
NA,NA,NA,NA,1963-05-13
NA,10968.472837419098,-4707.515227250935,49473.0,1963-05-14
NA,NA,NA,49479.0,1963-05-15
NA,11012.631444844696,-4731.399862621827,49482.0,1963-05-16
NA,11027.652909205863,-4742.03409035442,49486.0,1963-05-17
NA,NA,NA,NA,1963-05-18
NA,11029.49023891416,-4742.824166010927,49494.0,1963-05-19
NA,11000.540600913206,-4719.004819626709,49484.0,1963-05-20
NA,NA,NA,NA,1963-05-21
NA,11022.830159662872,-4738.060707845206,49467.0,1963-05-22
NA,11025.264514553759,-4734.928023119428,49475.0,1963-05-23
NA,11025.264514553759,-4734.928023119428,49477.0,1963-05-24
NA,11037.943699628084,-4743.415950961995,49472.0,1963-05-25
NA,NA,NA,NA,1963-05-26
NA,11015.801949451527,-4739.216328725665,49471.0,1963-05-27
NA,NA,NA,NA,1963-05-28
NA,NA,NA,49481.0,1963-05-29
NA,10960.612830360382,-4703.009183803429,49465.0,1963-05-30
NA,11029.950624157851,-4739.220846156024,49486.0,1963-05-31
NA,NA,NA,NA,1963-06-01
NA,11023.151377640388,-4734.7801116445535,49491.0,1963-06-02
NA,11025.5399628415,-4734.28659121784,49477.0,1963-06-03
NA,11024.069312488973,-4742.773112161167,49475.0,1963-06-04
NA,11023.335331728978,-4739.417597580487,49479.0,1963-06-05
NA,11049.543228324244,-4779.656414994055,49477.0,1963-06-06
NA,10996.394281059605,-4695.653502493514,49511.0,1963-06-07
NA,11010.060550471168,-4734.848643299861,49492.0,1963-06-08
NA,NA,NA,NA,1963-06-09
NA,11031.926060257822,-4739.689483605896,49490.0,1963-06-10
NA,NA,NA,NA,1963-06-11
NA,11039.460918686429,-4739.883819757082,49484.0,1963-06-12
NA,11010.512301460782,-4723.661700352895,49477.0,1963-06-13
NA,11027.83737528183,-4739.072886582056,NA,1963-06-14
NA,11018.920785710054,-4726.889539459001,49471.0,1963-06-15
NA,NA,NA,NA,1963-06-16
NA,11083.655379281028,-4761.150326689415,49468.0,1963-06-17
NA,11017.501255369772,-4740.327213170573,49469.0,1963-06-18
NA,11036.748986407467,-4743.6632269833135,49496.0,1963-06-19
NA,10989.196825398247,-4717.545350355107,49494.0,1963-06-20
NA,11005.281115163503,-4728.241911770753,49465.0,1963-06-21
NA,NA,NA,NA,1963-06-22
NA,NA,NA,NA,1963-06-23
NA,11029.583157222241,-4737.542757371111,49477.0,1963-06-24
NA,NA,NA,NA,1963-06-25
NA,NA,NA,49494.0,1963-06-26
NA,10987.875409763632,-4725.686720415529,49470.0,1963-06-27
NA,11033.624933547531,-4733.197315324835,49475.0,1963-06-28
NA,NA,NA,NA,1963-06-29
NA,NA,NA,NA,1963-06-30
NA,NA,NA,49480.0,1963-07-01
NA,11027.239046675606,-4742.996416557035,49485.0,1963-07-02
NA,11016.491124009199,-4737.614095156607,49475.0,1963-07-03
NA,11034.491271803392,-4751.441715152859,49465.0,1963-07-04
NA,10995.324109820773,-4705.788745788963,49460.0,1963-07-05
NA,10990.238265742666,-4710.0437218995785,49483.0,1963-07-06
NA,11012.49380934244,-4731.720205083391,49473.0,1963-07-07
NA,11013.044295440335,-4730.438811217106,49476.0,1963-07-08
NA,10975.87979643874,-4715.610108366456,49489.0,1963-07-09
NA,11024.80544717303,-4738.529819678662,49473.0,1963-07-10
NA,NA,NA,49483.0,1963-07-11
NA,11026.91861852308,-4738.678062547516,49486.0,1963-07-12
NA,NA,NA,NA,1963-07-13
NA,NA,NA,NA,1963-07-14
NA,11027.56034617071,-4732.115046315264,49468.0,1963-07-15
NA,11025.57813721844,-4724.050353255219,49484.0,1963-07-16
NA,11019.757857073131,-4707.1462449636065,49454.0,1963-07-17
NA,11037.347424557664,-4739.736894555469,49489.0,1963-07-18
NA,11019.289675911083,-4728.565960030528,49490.0,1963-07-19
NA,11025.862026027131,-4738.603969843113,49479.0,1963-07-20
NA,11071.697734781714,-4763.645481102627,49463.0,1963-07-21
NA,11050.99426885871,-4738.364872997006,49475.0,1963-07-22
NA,NA,NA,NA,1963-07-23
NA,10975.805550960966,-4703.102540610235,49501.0,1963-07-24
NA,10995.067638385766,-4714.006430555867,49480.0,1963-07-25
