date,H,X,Y,Z
1968-01-02,NA,NA,NA,NA
1968-01-03,NA,NA,NA,NA
1968-01-04,NA,NA,NA,NA
1968-01-05,NA,NA,NA,NA
1968-01-06,NA,NA,NA,NA
1968-01-07,NA,NA,NA,NA
1968-01-08,NA,NA,NA,NA
1968-01-09,NA,NA,NA,NA
1968-01-10,38881.0,NA,NA,NA
1968-01-11,NA,NA,NA,NA
1968-01-12,38864.0,NA,NA,NA
1968-01-13,NA,NA,NA,NA
1968-01-14,38864.0,NA,NA,NA
1968-01-15,38868.0,NA,NA,NA
1968-01-16,38871.0,NA,NA,NA
1968-01-17,NA,NA,NA,NA
1968-01-18,38881.0,NA,NA,NA
1968-01-19,38883.0,NA,NA,NA
1968-01-20,38881.0,NA,NA,NA
1968-01-21,NA,NA,NA,NA
1968-01-22,NA,NA,NA,NA
1968-01-23,NA,NA,NA,NA
1968-01-24,38888.0,NA,NA,NA
1968-01-25,38889.0,NA,NA,NA
1968-01-26,NA,NA,NA,NA
1968-01-27,38888.0,NA,NA,NA
1968-01-28,38873.0,NA,NA,NA
1968-01-29,38872.0,NA,NA,NA
1968-01-30,NA,NA,NA,NA
1968-01-31,NA,NA,NA,NA
1968-02-01,38888.0,NA,NA,NA
1968-02-02,NA,NA,NA,NA
1968-02-03,NA,NA,NA,NA
1968-02-04,NA,NA,NA,NA
1968-02-05,NA,NA,NA,NA
1968-02-06,38876.0,NA,NA,NA
1968-02-07,38889.0,NA,NA,NA
1968-02-08,38877.0,NA,NA,NA
1968-02-09,NA,NA,NA,NA
1968-02-10,38857.0,NA,NA,NA
1968-02-11,38789.0,NA,NA,NA
1968-02-12,NA,NA,NA,NA
1968-02-13,NA,NA,NA,NA
1968-02-14,NA,NA,NA,NA
1968-02-15,38873.0,NA,NA,NA
1968-02-16,38873.0,NA,NA,NA
1968-02-17,38874.0,NA,NA,NA
1968-02-18,38858.0,NA,NA,NA
1968-02-19,38870.0,NA,NA,NA
1968-02-20,NA,NA,NA,NA
1968-02-21,NA,NA,NA,NA
1968-02-22,NA,NA,NA,NA
1968-02-23,38885.0,NA,NA,NA
1968-02-24,NA,NA,NA,NA
1968-02-25,38889.0,NA,NA,NA
1968-02-26,NA,NA,NA,NA
1968-02-27,38897.0,NA,NA,NA
1968-02-28,NA,NA,NA,NA
1968-02-29,NA,NA,NA,NA
1968-03-01,NA,NA,NA,NA
1968-03-02,NA,NA,NA,NA
1968-03-03,NA,NA,NA,NA
1968-03-04,NA,NA,NA,NA
1968-03-05,NA,NA,NA,NA
1968-03-06,NA,NA,NA,NA
1968-03-07,NA,NA,NA,NA
1968-03-08,NA,NA,NA,NA
1968-03-09,NA,NA,NA,NA
1968-03-10,NA,NA,NA,NA
1968-03-11,NA,NA,NA,NA
1968-03-12,NA,NA,NA,NA
1968-03-13,NA,NA,NA,NA
1968-03-14,NA,NA,NA,NA
1968-03-15,NA,NA,NA,NA
1968-03-16,NA,NA,NA,NA
1968-03-17,NA,NA,NA,NA
1968-03-18,NA,NA,NA,NA
1968-03-19,NA,NA,NA,NA
1968-03-20,NA,NA,NA,NA
1968-03-21,NA,NA,NA,NA
1968-03-22,NA,NA,NA,NA
1968-03-23,NA,NA,NA,NA
1968-03-24,NA,NA,NA,NA
1968-03-25,NA,NA,NA,NA
1968-03-26,NA,NA,NA,NA
1968-03-27,NA,NA,NA,NA
1968-03-28,NA,NA,NA,NA
1968-03-29,NA,NA,NA,NA
1968-03-30,NA,NA,NA,NA
1968-03-31,NA,NA,NA,NA
1968-04-01,38853.0,NA,NA,NA
1968-04-02,38878.0,NA,NA,NA
1968-04-03,NA,NA,NA,NA
1968-04-04,38868.0,NA,NA,NA
1968-04-05,38873.0,NA,NA,NA
1968-04-06,NA,NA,NA,NA
1968-04-07,38875.0,NA,NA,NA
1968-04-08,38889.0,NA,NA,NA
1968-04-09,38901.0,NA,NA,NA
1968-04-10,38896.0,NA,NA,NA
1968-04-11,38903.0,NA,NA,NA
1968-04-12,38917.0,NA,NA,NA
1968-04-13,38890.0,NA,NA,NA
1968-04-14,38886.0,NA,NA,NA
1968-04-15,38893.0,NA,NA,NA
1968-04-16,38892.0,NA,NA,NA
1968-04-17,38887.0,NA,NA,NA
1968-04-18,38893.0,NA,NA,NA
1968-04-19,38901.0,NA,NA,NA
1968-04-20,38903.0,NA,NA,NA
1968-04-21,NA,NA,NA,NA
1968-04-22,38900.0,NA,NA,NA
1968-04-23,38886.0,NA,NA,NA
1968-04-24,38890.0,NA,NA,NA
1968-04-25,38898.0,NA,NA,NA
1968-04-26,38882.0,NA,NA,NA
1968-04-27,38874.0,NA,NA,NA
1968-04-28,NA,NA,NA,NA
1968-04-29,NA,NA,NA,NA
1968-04-30,NA,NA,NA,NA
1968-05-01,38893.0,NA,NA,NA
1968-05-02,38879.0,NA,NA,NA
1968-05-03,38896.0,NA,NA,NA
1968-05-04,38902.0,NA,NA,NA
1968-05-05,38905.0,NA,NA,NA
1968-05-06,38918.0,NA,NA,NA
1968-05-07,NA,NA,NA,NA
1968-05-08,38873.0,NA,NA,NA
1968-05-09,38855.0,NA,NA,NA
1968-05-10,38887.0,NA,NA,NA
1968-05-11,NA,NA,NA,NA
1968-05-12,38879.0,NA,NA,NA
1968-05-13,38887.0,NA,NA,NA
1968-05-14,38894.0,NA,NA,NA
1968-05-15,NA,NA,NA,NA
1968-05-16,38883.0,NA,NA,NA
1968-05-17,38883.0,NA,NA,NA
1968-05-18,38884.0,NA,NA,NA
1968-05-19,38889.0,NA,NA,NA
1968-05-20,38873.0,NA,NA,NA
1968-05-21,38876.0,NA,NA,NA
1968-05-22,38868.0,NA,NA,NA
1968-05-23,38886.0,NA,NA,NA
1968-05-24,NA,NA,NA,NA
1968-05-25,NA,NA,NA,NA
1968-05-26,NA,NA,NA,NA
1968-05-27,38908.0,NA,NA,NA
1968-05-28,38907.0,NA,NA,NA
1968-05-29,38888.0,NA,NA,NA
1968-05-30,38897.0,NA,NA,NA
1968-05-31,NA,NA,NA,NA
1968-06-01,NA,NA,NA,NA
1968-06-02,NA,NA,NA,NA
1968-06-03,NA,NA,NA,NA
1968-06-04,NA,NA,NA,NA
1968-06-05,38896.0,NA,NA,NA
1968-06-06,38900.0,NA,NA,NA
1968-06-07,NA,NA,NA,NA
1968-06-08,NA,NA,NA,NA
1968-06-09,38905.0,NA,NA,NA
1968-06-10,NA,NA,NA,NA
1968-06-11,NA,NA,NA,NA
1968-06-12,38838.0,NA,NA,NA
1968-06-13,NA,NA,NA,NA
1968-06-14,NA,NA,NA,NA
1968-06-15,NA,NA,NA,NA
1968-06-16,NA,NA,NA,NA
1968-06-17,NA,NA,NA,NA
1968-06-18,NA,NA,NA,NA
1968-06-19,NA,NA,NA,NA
1968-06-20,38894.0,NA,NA,NA
1968-06-21,NA,NA,NA,NA
1968-06-22,NA,NA,NA,NA
1968-06-23,38894.0,NA,NA,NA
1968-06-24,NA,NA,NA,NA
1968-06-25,NA,NA,NA,NA
1968-06-26,NA,NA,NA,NA
1968-06-27,NA,NA,NA,NA
1968-06-28,38905.0,NA,NA,NA
1968-06-29,NA,NA,NA,NA
1968-06-30,38896.0,NA,NA,NA
1968-07-01,NA,NA,NA,NA
1968-07-02,NA,NA,NA,NA
1968-07-03,NA,NA,NA,NA
1968-07-04,NA,NA,NA,NA
1968-07-05,NA,NA,NA,NA
1968-07-06,NA,NA,NA,NA
1968-07-07,NA,NA,NA,NA
1968-07-08,NA,NA,NA,NA
1968-07-09,NA,NA,NA,NA
1968-07-10,NA,NA,NA,NA
1968-07-11,NA,NA,NA,NA
1968-07-12,NA,NA,NA,NA
1968-07-13,NA,NA,NA,NA
1968-07-14,NA,NA,NA,NA
1968-07-15,NA,NA,NA,NA
1968-07-16,NA,NA,NA,NA
1968-07-17,NA,NA,NA,NA
1968-07-18,NA,NA,NA,NA
1968-07-19,NA,NA,NA,NA
1968-07-20,NA,NA,NA,NA
1968-07-21,NA,NA,NA,NA
1968-07-22,NA,NA,NA,NA
1968-07-23,NA,NA,NA,NA
1968-07-24,NA,NA,NA,NA
1968-07-25,NA,NA,NA,NA
1968-07-26,NA,NA,NA,NA
1968-07-27,NA,NA,NA,NA
1968-07-28,NA,NA,NA,NA
1968-07-29,NA,NA,NA,NA
1968-07-30,NA,NA,NA,NA
1968-07-31,NA,NA,NA,NA
1968-08-01,NA,NA,NA,NA
1968-08-02,NA,NA,NA,NA
1968-08-03,NA,NA,NA,NA
1968-08-04,NA,NA,NA,NA
1968-08-05,NA,NA,NA,NA
1968-08-06,NA,NA,NA,NA
1968-08-07,NA,NA,NA,NA
1968-08-08,NA,NA,NA,NA
1968-08-09,NA,NA,NA,NA
1968-08-10,NA,NA,NA,NA
1968-08-11,NA,NA,NA,NA
1968-08-12,NA,NA,NA,NA
1968-08-13,NA,NA,NA,NA
1968-08-14,NA,NA,NA,NA
1968-08-15,NA,NA,NA,NA
1968-08-16,NA,NA,NA,NA
1968-08-17,NA,NA,NA,NA
1968-08-18,NA,NA,NA,NA
1968-08-19,NA,NA,NA,NA
1968-08-20,NA,NA,NA,NA
1968-08-21,NA,NA,NA,NA
1968-08-22,NA,NA,NA,NA
1968-08-23,NA,NA,NA,NA
1968-08-24,NA,NA,NA,NA
1968-08-25,NA,NA,NA,NA
1968-08-26,NA,NA,NA,NA
1968-08-27,NA,NA,NA,NA
1968-08-28,NA,NA,NA,NA
1968-08-29,NA,NA,NA,NA
1968-08-30,NA,NA,NA,NA
1968-08-31,NA,NA,NA,NA
1968-09-01,NA,NA,NA,NA
1968-09-02,NA,NA,NA,NA
1968-09-03,NA,NA,NA,NA
1968-09-04,NA,NA,NA,NA
1968-09-05,NA,NA,NA,NA
1968-09-06,NA,NA,NA,NA
1968-09-07,NA,NA,NA,NA
1968-09-08,NA,NA,NA,NA
1968-09-09,NA,NA,NA,NA
1968-09-10,NA,NA,NA,NA
1968-09-11,NA,NA,NA,NA
1968-09-12,NA,NA,NA,NA
1968-09-13,NA,NA,NA,NA
1968-09-14,NA,NA,NA,NA
1968-09-15,NA,NA,NA,NA
1968-09-16,NA,NA,NA,NA
1968-09-17,NA,NA,NA,NA
1968-09-18,NA,NA,NA,NA
1968-09-19,NA,NA,NA,NA
1968-09-20,NA,NA,NA,NA
1968-09-21,NA,NA,NA,NA
1968-09-22,NA,NA,NA,NA
1968-09-23,NA,NA,NA,NA
1968-09-24,NA,NA,NA,NA
1968-09-25,NA,NA,NA,NA
1968-09-26,NA,NA,NA,NA
1968-09-27,NA,NA,NA,NA
1968-09-28,NA,NA,NA,NA
1968-09-29,NA,NA,NA,NA
1968-09-30,NA,NA,NA,NA
1968-10-01,NA,NA,NA,NA
1968-10-02,NA,NA,NA,NA
1968-10-03,NA,NA,NA,NA
1968-10-04,NA,NA,NA,NA
1968-10-05,NA,NA,NA,NA
1968-10-06,NA,NA,NA,NA
1968-10-07,NA,NA,NA,NA
1968-10-08,NA,NA,NA,NA
1968-10-09,NA,NA,NA,NA
1968-10-10,NA,NA,NA,NA
1968-10-11,NA,NA,NA,NA
1968-10-12,NA,NA,NA,NA
1968-10-13,NA,NA,NA,NA
1968-10-14,NA,NA,NA,NA
1968-10-15,NA,NA,NA,NA
1968-10-16,NA,NA,NA,NA
1968-10-17,NA,NA,NA,NA
1968-10-18,NA,NA,NA,NA
1968-10-19,NA,NA,NA,NA
1968-10-20,NA,NA,NA,NA
1968-10-21,NA,NA,NA,NA
1968-10-22,NA,NA,NA,NA
1968-10-23,NA,NA,NA,NA
1968-10-24,NA,NA,NA,NA
1968-10-25,NA,NA,NA,NA
1968-10-26,NA,NA,NA,NA
1968-10-27,NA,NA,NA,NA
1968-10-28,NA,NA,NA,NA
1968-10-29,NA,NA,NA,NA
1968-10-30,NA,NA,NA,NA
1968-10-31,NA,NA,NA,NA
1968-11-01,NA,NA,NA,NA
1968-11-02,NA,NA,NA,NA
1968-11-03,NA,NA,NA,NA
1968-11-04,NA,NA,NA,NA
1968-11-05,NA,NA,NA,NA
1968-11-06,NA,NA,NA,NA
1968-11-07,NA,NA,NA,NA
1968-11-08,NA,NA,NA,NA
1968-11-09,NA,NA,NA,NA
1968-11-10,NA,NA,NA,NA
1968-11-11,NA,NA,NA,NA
1968-11-12,NA,NA,NA,NA
1968-11-13,NA,NA,NA,NA
1968-11-14,NA,NA,NA,NA
1968-11-15,NA,NA,NA,NA
1968-11-16,NA,NA,NA,NA
1968-11-17,NA,NA,NA,NA
1968-11-18,NA,NA,NA,NA
1968-11-19,NA,NA,NA,NA
1968-11-20,NA,NA,NA,NA
1968-11-21,NA,NA,NA,NA
1968-11-22,NA,NA,NA,NA
1968-11-23,NA,NA,NA,NA
1968-11-24,NA,NA,NA,NA
1968-11-25,NA,NA,NA,NA
1968-11-26,NA,NA,NA,NA
1968-11-27,NA,NA,NA,NA
1968-11-28,NA,NA,NA,NA
1968-11-29,NA,NA,NA,NA
1968-11-30,NA,NA,NA,NA
1968-12-01,NA,NA,NA,NA
1968-12-02,NA,NA,NA,NA
1968-12-03,NA,NA,NA,NA
1968-12-04,NA,NA,NA,NA
1968-12-05,NA,NA,NA,NA
1968-12-06,NA,NA,NA,NA
1968-12-07,NA,NA,NA,NA
1968-12-08,NA,NA,NA,NA
1968-12-09,NA,NA,NA,NA
1968-12-10,NA,NA,NA,NA
1968-12-11,NA,NA,NA,NA
1968-12-12,NA,NA,NA,NA
1968-12-13,NA,NA,NA,NA
1968-12-14,NA,NA,NA,NA
1968-12-15,NA,NA,NA,NA
1968-12-16,NA,NA,NA,NA
1968-12-17,NA,NA,NA,NA
1968-12-18,NA,NA,NA,NA
1968-12-19,NA,NA,NA,NA
1968-12-20,NA,NA,NA,NA
1968-12-21,NA,NA,NA,NA
1968-12-22,NA,NA,NA,NA
1968-12-23,NA,NA,NA,NA
1968-12-24,NA,NA,NA,NA
1968-12-25,NA,NA,NA,NA
1968-12-26,NA,NA,NA,NA
1968-12-27,NA,NA,NA,NA
1968-12-28,NA,NA,NA,NA
1968-12-29,NA,NA,NA,NA
1968-12-30,NA,NA,NA,NA
1968-12-31,NA,NA,NA,NA
1969-01-01,NA,NA,NA,NA
1969-01-02,NA,NA,NA,NA
1969-01-03,NA,NA,NA,NA
1969-01-04,NA,NA,NA,NA
1969-01-05,NA,NA,NA,NA
1969-01-06,NA,NA,NA,NA
1969-01-07,NA,NA,NA,NA
1969-01-08,NA,NA,NA,NA
1969-01-09,NA,NA,NA,NA
1969-01-10,NA,NA,NA,NA
1969-01-11,NA,NA,NA,NA
1969-01-12,NA,NA,NA,NA
1969-01-13,NA,NA,NA,NA
1969-01-14,NA,NA,NA,NA
1969-01-15,NA,NA,NA,NA
1969-01-16,NA,NA,NA,NA
1969-01-17,NA,NA,NA,NA
1969-01-18,NA,NA,NA,NA
1969-01-19,NA,NA,NA,NA
1969-01-20,NA,NA,NA,NA
1969-01-21,NA,NA,NA,NA
1969-01-22,NA,NA,NA,NA
1969-01-23,NA,NA,NA,NA
1969-01-24,NA,NA,NA,NA
1969-01-25,NA,NA,NA,NA
1969-01-26,NA,NA,NA,NA
1969-01-27,NA,NA,NA,NA
1969-01-28,NA,NA,NA,NA
1969-01-29,NA,NA,NA,NA
1969-01-30,NA,NA,NA,NA
1969-01-31,NA,NA,NA,NA
1969-02-01,NA,NA,NA,NA
1969-02-02,NA,NA,NA,NA
1969-02-03,NA,NA,NA,NA
1969-02-04,NA,NA,NA,NA
1969-02-05,NA,NA,NA,NA
1969-02-06,NA,NA,NA,NA
1969-02-07,NA,NA,NA,NA
1969-02-08,NA,NA,NA,NA
1969-02-09,NA,NA,NA,NA
1969-02-10,NA,NA,NA,NA
1969-02-11,NA,NA,NA,NA
1969-02-12,NA,NA,NA,NA
1969-02-13,NA,NA,NA,NA
1969-02-14,NA,NA,NA,NA
1969-02-15,NA,NA,NA,NA
1969-02-16,NA,NA,NA,NA
1969-02-17,NA,NA,NA,NA
1969-02-18,NA,NA,NA,NA
1969-02-19,NA,NA,NA,NA
1969-02-20,NA,NA,NA,NA
1969-02-21,NA,NA,NA,NA
1969-02-22,NA,NA,NA,NA
1969-02-23,NA,NA,NA,NA
1969-02-24,NA,NA,NA,NA
1969-02-25,NA,NA,NA,NA
1969-02-26,NA,NA,NA,NA
1969-02-27,NA,NA,NA,NA
1969-02-28,NA,NA,NA,NA
1969-03-01,NA,NA,NA,NA
1969-03-02,NA,NA,NA,NA
1969-03-03,NA,NA,NA,NA
1969-03-04,NA,NA,NA,NA
1969-03-05,NA,NA,NA,NA
1969-03-06,NA,NA,NA,NA
1969-03-07,NA,NA,NA,NA
1969-03-08,NA,NA,NA,NA
1969-03-09,NA,NA,NA,NA
1969-03-10,NA,NA,NA,NA
1969-03-11,NA,NA,NA,NA
1969-03-12,NA,NA,NA,NA
1969-03-13,NA,NA,NA,NA
1969-03-14,NA,NA,NA,NA
1969-03-15,NA,NA,NA,NA
1969-03-16,NA,NA,NA,NA
1969-03-17,NA,NA,NA,NA
1969-03-18,NA,NA,NA,NA
1969-03-19,NA,NA,NA,NA
1969-03-20,NA,NA,NA,NA
1969-03-21,NA,NA,NA,NA
1969-03-22,NA,NA,NA,NA
1969-03-23,NA,NA,NA,NA
1969-03-24,NA,NA,NA,NA
1969-03-25,NA,NA,NA,NA
1969-03-26,NA,NA,NA,NA
1969-03-27,NA,NA,NA,NA
1969-03-28,NA,NA,NA,NA
1969-03-29,NA,NA,NA,NA
1969-03-30,NA,NA,NA,NA
1969-03-31,NA,NA,NA,NA
1969-04-01,NA,NA,NA,NA
1969-04-02,NA,NA,NA,NA
1969-04-03,NA,NA,NA,NA
1969-04-04,NA,NA,NA,NA
1969-04-05,NA,NA,NA,NA
1969-04-06,NA,NA,NA,NA
1969-04-07,NA,NA,NA,NA
1969-04-08,NA,NA,NA,NA
1969-04-09,NA,NA,NA,NA
1969-04-10,NA,NA,NA,NA
1969-04-11,NA,NA,NA,NA
1969-04-12,NA,NA,NA,NA
1969-04-13,NA,NA,NA,NA
1969-04-14,NA,NA,NA,NA
1969-04-15,NA,NA,NA,NA
1969-04-16,NA,NA,NA,NA
1969-04-17,NA,NA,NA,NA
1969-04-18,NA,NA,NA,NA
1969-04-19,NA,NA,NA,NA
1969-04-20,NA,NA,NA,NA
1969-04-21,NA,NA,NA,NA
1969-04-22,NA,NA,NA,NA
1969-04-23,NA,NA,NA,NA
1969-04-24,NA,NA,NA,NA
1969-04-25,NA,NA,NA,NA
1969-04-26,NA,NA,NA,NA
1969-04-27,NA,NA,NA,NA
1969-04-28,NA,NA,NA,NA
1969-04-29,NA,NA,NA,NA
1969-04-30,NA,NA,NA,NA
1969-05-01,NA,NA,NA,NA
1969-05-02,NA,NA,NA,NA
1969-05-03,NA,NA,NA,NA
1969-05-04,NA,NA,NA,NA
1969-05-05,NA,NA,NA,NA
1969-05-06,NA,NA,NA,NA
1969-05-07,NA,NA,NA,NA
1969-05-08,NA,NA,NA,NA
1969-05-09,NA,NA,NA,NA
1969-05-10,NA,NA,NA,NA
1969-05-11,NA,NA,NA,NA
1969-05-12,NA,NA,NA,NA
1969-05-13,NA,NA,NA,NA
1969-05-14,NA,NA,NA,NA
1969-05-15,NA,NA,NA,NA
1969-05-16,NA,NA,NA,NA
1969-05-17,NA,NA,NA,NA
1969-05-18,NA,NA,NA,NA
1969-05-19,NA,NA,NA,NA
1969-05-20,NA,NA,NA,NA
1969-05-21,NA,NA,NA,NA
1969-05-22,NA,NA,NA,NA
1969-05-23,NA,NA,NA,NA
1969-05-24,NA,NA,NA,NA
1969-05-25,NA,NA,NA,NA
1969-05-26,NA,NA,NA,NA
1969-05-27,NA,NA,NA,NA
1969-05-28,NA,NA,NA,NA
1969-05-29,NA,NA,NA,NA
1969-05-30,NA,NA,NA,NA
1969-05-31,NA,NA,NA,NA
1969-06-01,NA,NA,NA,NA
1969-06-02,NA,NA,NA,NA
1969-06-03,NA,NA,NA,NA
1969-06-04,NA,NA,NA,NA
1969-06-05,NA,NA,NA,NA
1969-06-06,NA,NA,NA,NA
1969-06-07,NA,NA,NA,NA
1969-06-08,NA,NA,NA,NA
1969-06-09,NA,NA,NA,NA
1969-06-10,NA,NA,NA,NA
1969-06-11,NA,NA,NA,NA
1969-06-12,NA,NA,NA,NA
1969-06-13,NA,NA,NA,NA
1969-06-14,NA,NA,NA,NA
1969-06-15,NA,NA,NA,NA
1969-06-16,NA,NA,NA,NA
1969-06-17,NA,NA,NA,NA
1969-06-18,NA,NA,NA,NA
1969-06-19,NA,NA,NA,NA
1969-06-20,NA,NA,NA,NA
1969-06-21,NA,NA,NA,NA
1969-06-22,NA,NA,NA,NA
1969-06-23,NA,NA,NA,NA
1969-06-24,NA,NA,NA,NA
1969-06-25,NA,NA,NA,NA
1969-06-26,NA,NA,NA,NA
1969-06-27,NA,NA,NA,NA
1969-06-28,NA,NA,NA,NA
1969-06-29,NA,NA,NA,NA
1969-06-30,NA,NA,NA,NA
1969-07-01,NA,NA,NA,NA
1969-07-02,NA,NA,NA,NA
1969-07-03,NA,NA,NA,NA
1969-07-04,NA,NA,NA,NA
1969-07-05,NA,NA,NA,NA
1969-07-06,NA,NA,NA,NA
1969-07-07,38890.0,NA,NA,NA
1969-07-08,NA,NA,NA,NA
1969-07-09,NA,NA,NA,NA
1969-07-10,NA,NA,NA,NA
1969-07-11,NA,NA,NA,NA
1969-07-12,NA,NA,NA,NA
1969-07-13,NA,NA,NA,NA
1969-07-14,NA,NA,NA,NA
1969-07-15,NA,NA,NA,NA
1969-07-16,NA,NA,NA,NA
1969-07-17,NA,NA,NA,NA
1969-07-18,NA,NA,NA,NA
1969-07-19,NA,NA,NA,NA
1969-07-20,NA,NA,NA,NA
1969-07-21,NA,NA,NA,NA
1969-07-22,NA,NA,NA,NA
1969-07-23,38885.0,NA,NA,NA
1969-07-24,38880.0,NA,NA,NA
1969-07-25,38881.0,NA,NA,NA
1969-07-26,38881.0,NA,NA,NA
1969-07-27,38818.0,NA,NA,NA
1969-07-28,38850.0,NA,NA,NA
1969-07-29,NA,NA,NA,NA
1969-07-30,38881.0,NA,NA,NA
1969-07-31,38865.0,NA,NA,NA
1969-08-01,38877.0,NA,NA,NA
1969-08-02,38887.0,NA,NA,NA
1969-08-03,NA,NA,NA,NA
1969-08-04,38857.0,NA,NA,NA
1969-08-05,38866.0,NA,NA,NA
1969-08-06,38873.0,NA,NA,NA
1969-08-07,NA,NA,NA,NA
1969-08-08,38871.0,NA,NA,NA
1969-08-09,38867.0,NA,NA,NA
1969-08-10,38864.0,NA,NA,NA
1969-08-11,NA,NA,NA,NA
1969-08-12,38867.0,NA,NA,NA
1969-08-13,38864.0,NA,NA,NA
1969-08-14,38871.0,NA,NA,NA
1969-08-15,38888.0,NA,NA,NA
1969-08-16,38885.0,NA,NA,NA
1969-08-17,NA,NA,NA,NA
1969-08-18,38887.0,NA,NA,NA
1969-08-19,38875.0,NA,NA,NA
1969-08-20,NA,NA,NA,NA
1969-08-21,38875.0,NA,NA,NA
1969-08-22,NA,NA,NA,NA
1969-08-23,38880.0,NA,NA,NA
1969-08-24,NA,NA,NA,NA
1969-08-25,38887.0,NA,NA,NA
1969-08-26,NA,NA,NA,NA
1969-08-27,38849.0,NA,NA,NA
1969-08-28,NA,NA,NA,NA
1969-08-29,38878.0,NA,NA,NA
1969-08-30,NA,NA,NA,NA
1969-08-31,NA,NA,NA,NA
1969-09-01,NA,NA,NA,NA
1969-09-02,NA,NA,NA,NA
1969-09-03,NA,NA,NA,NA
1969-09-04,NA,NA,NA,NA
1969-09-05,NA,NA,NA,NA
1969-09-06,38846.0,NA,NA,NA
1969-09-07,38859.0,NA,NA,NA
1969-09-08,NA,NA,NA,NA
1969-09-09,NA,NA,NA,NA
1969-09-10,38868.0,NA,NA,NA
1969-09-11,38861.0,NA,NA,NA
1969-09-12,NA,NA,NA,NA
1969-09-13,38879.0,NA,NA,NA
1969-09-14,38879.0,NA,NA,NA
1969-09-15,38834.0,NA,NA,NA
1969-09-16,38863.0,NA,NA,NA
1969-09-17,38882.0,NA,NA,NA
1969-09-18,NA,NA,NA,NA
1969-09-19,NA,NA,NA,NA
1969-09-20,NA,NA,NA,NA
1969-09-21,NA,NA,NA,NA
1969-09-22,NA,NA,NA,NA
1969-09-23,38884.0,NA,NA,NA
1969-09-24,NA,NA,NA,NA
1969-09-25,NA,NA,NA,NA
1969-09-26,NA,NA,NA,NA
1969-09-27,38887.0,NA,NA,NA
1969-09-28,38866.0,NA,NA,NA
1969-09-29,NA,NA,NA,NA
1969-09-30,NA,NA,NA,NA
1969-10-01,NA,NA,NA,NA
1969-10-02,NA,NA,NA,NA
1969-10-03,NA,NA,NA,NA
1969-10-04,NA,NA,NA,NA
1969-10-05,NA,NA,NA,NA
1969-10-06,NA,NA,NA,NA
1969-10-07,NA,NA,NA,NA
1969-10-08,NA,NA,NA,NA
1969-10-09,NA,NA,NA,NA
1969-10-10,NA,NA,NA,NA
1969-10-11,NA,NA,NA,NA
1969-10-12,NA,NA,NA,NA
1969-10-13,NA,NA,NA,NA
1969-10-14,NA,NA,NA,NA
1969-10-15,NA,NA,NA,NA
1969-10-16,NA,NA,NA,NA
1969-10-17,NA,NA,NA,NA
1969-10-18,NA,NA,NA,NA
1969-10-19,NA,NA,NA,NA
1969-10-20,NA,NA,NA,NA
1969-10-21,NA,NA,NA,NA
1969-10-22,NA,NA,NA,NA
1969-10-23,NA,NA,NA,NA
1969-10-24,NA,NA,NA,NA
1969-10-25,NA,NA,NA,NA
1969-10-26,NA,NA,NA,NA
1969-10-27,NA,NA,NA,NA
1969-10-28,NA,NA,NA,NA
1969-10-29,NA,NA,NA,NA
1969-10-30,NA,NA,NA,NA
1969-10-31,NA,NA,NA,NA
1969-11-01,NA,NA,NA,NA
1969-11-02,NA,NA,NA,NA
1969-11-03,NA,NA,NA,NA
1969-11-04,NA,NA,NA,NA
1969-11-05,NA,NA,NA,NA
1969-11-06,NA,NA,NA,NA
1969-11-07,NA,NA,NA,NA
1969-11-08,NA,NA,NA,NA
1969-11-09,NA,NA,NA,NA
1969-11-10,NA,NA,NA,NA
1969-11-11,NA,NA,NA,NA
1969-11-12,NA,NA,NA,NA
1969-11-13,NA,NA,NA,NA
1969-11-14,NA,NA,NA,NA
1969-11-15,NA,NA,NA,NA
1969-11-16,NA,NA,NA,NA
1969-11-17,NA,NA,NA,NA
1969-11-18,NA,NA,NA,NA
1969-11-19,NA,NA,NA,NA
1969-11-20,NA,NA,NA,NA
1969-11-21,NA,NA,NA,NA
1969-11-22,NA,NA,NA,NA
1969-11-23,NA,NA,NA,NA
1969-11-24,NA,NA,NA,NA
1969-11-25,NA,NA,NA,NA
1969-11-26,NA,NA,NA,NA
1969-11-27,NA,NA,NA,NA
1969-11-28,NA,NA,NA,NA
1969-11-29,NA,NA,NA,NA
1969-11-30,NA,NA,NA,NA
1969-12-01,NA,NA,NA,NA
1969-12-02,NA,NA,NA,NA
1969-12-03,NA,NA,NA,NA
1969-12-04,NA,NA,NA,NA
1969-12-05,NA,NA,NA,NA
1969-12-06,NA,NA,NA,NA
1969-12-07,NA,NA,NA,NA
1969-12-08,NA,NA,NA,NA
1969-12-09,NA,NA,NA,NA
1969-12-10,NA,NA,NA,NA
1969-12-11,NA,NA,NA,NA
1969-12-12,NA,NA,NA,NA
1969-12-13,NA,NA,NA,NA
1969-12-14,NA,NA,NA,NA
1969-12-15,NA,NA,NA,NA
1969-12-16,NA,NA,NA,NA
1969-12-17,NA,NA,NA,NA
1969-12-18,NA,NA,NA,NA
1969-12-19,NA,NA,NA,NA
1969-12-20,NA,NA,NA,NA
1969-12-21,NA,NA,NA,NA
1969-12-22,NA,NA,NA,NA
1969-12-23,NA,NA,NA,NA
1969-12-24,NA,NA,NA,NA
