D,H,X,Y,Z,date
NA,NA,NA,NA,NA,1978-03-01
NA,NA,NA,NA,NA,1978-03-02
NA,NA,NA,NA,NA,1978-03-03
NA,NA,NA,NA,NA,1978-03-04
NA,NA,NA,NA,NA,1978-03-05
NA,NA,NA,NA,NA,1978-03-06
NA,NA,NA,NA,NA,1978-03-07
NA,NA,NA,NA,NA,1978-03-08
NA,NA,NA,NA,NA,1978-03-09
NA,NA,NA,NA,NA,1978-03-10
NA,NA,NA,NA,NA,1978-03-11
NA,NA,NA,NA,NA,1978-03-12
NA,NA,NA,NA,NA,1978-03-13
NA,NA,NA,NA,NA,1978-03-14
NA,NA,NA,NA,NA,1978-03-15
NA,NA,NA,NA,NA,1978-03-16
NA,NA,NA,NA,NA,1978-03-17
NA,NA,NA,NA,NA,1978-03-18
NA,NA,NA,NA,NA,1978-03-19
NA,NA,NA,NA,NA,1978-03-20
NA,NA,NA,NA,NA,1978-03-21
NA,NA,NA,NA,NA,1978-03-22
NA,NA,NA,NA,NA,1978-03-23
NA,NA,NA,NA,NA,1978-03-24
NA,NA,NA,NA,NA,1978-03-25
NA,NA,NA,NA,NA,1978-03-26
NA,NA,NA,NA,NA,1978-03-27
NA,NA,NA,NA,NA,1978-03-28
NA,NA,NA,NA,NA,1978-03-29
NA,NA,NA,NA,NA,1978-03-30
NA,NA,NA,NA,NA,1978-03-31
NA,NA,NA,NA,NA,1978-04-01
NA,NA,NA,NA,NA,1978-04-02
NA,NA,NA,NA,NA,1978-04-03
NA,NA,NA,NA,NA,1978-04-04
NA,NA,NA,NA,NA,1978-04-05
NA,NA,NA,NA,NA,1978-04-06
NA,NA,NA,NA,NA,1978-04-07
NA,NA,NA,NA,NA,1978-04-08
NA,NA,NA,NA,NA,1978-04-09
NA,NA,NA,NA,NA,1978-04-10
NA,NA,NA,NA,NA,1978-04-11
NA,NA,NA,NA,NA,1978-04-12
NA,NA,NA,NA,NA,1978-04-13
NA,NA,NA,NA,NA,1978-04-14
NA,NA,NA,NA,NA,1978-04-15
NA,NA,NA,NA,NA,1978-04-16
NA,NA,NA,NA,NA,1978-04-17
NA,NA,NA,NA,NA,1978-04-18
NA,NA,NA,NA,NA,1978-04-19
NA,NA,NA,NA,NA,1978-04-20
NA,NA,NA,NA,NA,1978-04-21
NA,NA,NA,NA,NA,1978-04-22
NA,NA,NA,NA,NA,1978-04-23
NA,NA,NA,NA,NA,1978-04-24
NA,NA,NA,NA,NA,1978-04-25
NA,NA,NA,NA,NA,1978-04-26
NA,NA,NA,NA,NA,1978-04-27
NA,NA,NA,NA,NA,1978-04-28
NA,NA,NA,NA,NA,1978-04-29
NA,NA,NA,NA,NA,1978-04-30
NA,NA,NA,NA,NA,1978-05-01
NA,NA,NA,NA,NA,1978-05-02
NA,NA,NA,NA,NA,1978-05-03
NA,NA,NA,NA,NA,1978-05-04
NA,NA,NA,NA,NA,1978-05-05
NA,NA,NA,NA,NA,1978-05-06
NA,NA,NA,NA,NA,1978-05-07
NA,NA,NA,NA,NA,1978-05-08
NA,NA,NA,NA,NA,1978-05-09
NA,NA,NA,NA,NA,1978-05-10
NA,NA,NA,NA,NA,1978-05-11
NA,NA,NA,NA,NA,1978-05-12
NA,NA,NA,NA,NA,1978-05-13
NA,NA,NA,NA,NA,1978-05-14
NA,NA,NA,NA,NA,1978-05-15
NA,NA,NA,NA,NA,1978-05-16
NA,NA,NA,NA,NA,1978-05-17
NA,NA,NA,NA,NA,1978-05-18
NA,NA,NA,NA,NA,1978-05-19
NA,NA,NA,NA,NA,1978-05-20
NA,NA,NA,NA,NA,1978-05-21
NA,NA,NA,NA,NA,1978-05-22
NA,NA,NA,NA,NA,1978-05-23
NA,NA,NA,NA,NA,1978-05-24
NA,NA,NA,NA,NA,1978-05-25
NA,NA,NA,NA,NA,1978-05-26
NA,NA,NA,NA,NA,1978-05-27
NA,NA,NA,NA,NA,1978-05-28
NA,NA,NA,NA,NA,1978-05-29
NA,NA,NA,NA,NA,1978-05-30
NA,NA,NA,NA,NA,1978-05-31
NA,NA,NA,NA,NA,1978-06-01
NA,NA,NA,NA,NA,1978-06-02
NA,NA,NA,NA,NA,1978-06-03
NA,NA,NA,NA,NA,1978-06-04
NA,NA,NA,NA,NA,1978-06-05
NA,NA,NA,NA,NA,1978-06-06
NA,NA,NA,NA,NA,1978-06-07
NA,NA,NA,NA,NA,1978-06-08
NA,NA,NA,NA,NA,1978-06-09
NA,NA,NA,NA,NA,1978-06-10
NA,NA,NA,NA,NA,1978-06-11
NA,NA,NA,NA,NA,1978-06-12
NA,NA,NA,NA,NA,1978-06-13
NA,NA,NA,NA,NA,1978-06-14
NA,NA,NA,NA,NA,1978-06-15
NA,NA,NA,NA,NA,1978-06-16
NA,NA,NA,NA,NA,1978-06-17
NA,NA,NA,NA,NA,1978-06-18
NA,NA,NA,NA,NA,1978-06-19
NA,NA,NA,NA,NA,1978-06-20
NA,NA,NA,NA,NA,1978-06-21
NA,NA,NA,NA,NA,1978-06-22
NA,NA,NA,NA,NA,1978-06-23
NA,NA,NA,NA,NA,1978-06-24
NA,NA,NA,NA,NA,1978-06-25
NA,NA,NA,NA,NA,1978-06-26
NA,NA,NA,NA,NA,1978-06-27
NA,NA,NA,NA,NA,1978-06-28
NA,NA,NA,NA,NA,1978-06-29
NA,NA,NA,NA,NA,1978-06-30
NA,NA,NA,NA,NA,1978-07-01
NA,NA,NA,NA,NA,1978-07-02
NA,NA,NA,NA,NA,1978-07-03
NA,NA,NA,NA,NA,1978-07-04
NA,NA,NA,NA,NA,1978-07-05
NA,NA,NA,NA,NA,1978-07-06
NA,NA,NA,NA,NA,1978-07-07
NA,NA,NA,NA,NA,1978-07-08
NA,NA,NA,NA,NA,1978-07-09
NA,NA,NA,NA,NA,1978-07-10
NA,NA,NA,NA,NA,1978-07-11
NA,NA,NA,NA,NA,1978-07-12
NA,NA,NA,NA,NA,1978-07-13
NA,NA,NA,NA,NA,1978-07-14
NA,NA,NA,NA,NA,1978-07-15
NA,NA,NA,NA,NA,1978-07-16
NA,NA,NA,NA,NA,1978-07-17
NA,NA,NA,NA,NA,1978-07-18
NA,NA,NA,NA,NA,1978-07-19
NA,NA,NA,NA,NA,1978-07-20
NA,NA,NA,NA,NA,1978-07-21
NA,NA,NA,NA,NA,1978-07-22
NA,NA,NA,NA,NA,1978-07-23
NA,NA,NA,NA,NA,1978-07-24
NA,NA,NA,NA,NA,1978-07-25
NA,NA,NA,NA,NA,1978-07-26
NA,NA,NA,NA,NA,1978-07-27
NA,NA,NA,NA,NA,1978-07-28
NA,NA,NA,NA,NA,1978-07-29
NA,NA,NA,NA,NA,1978-07-30
NA,NA,NA,NA,NA,1978-07-31
22.06,21426.0,19857.4252332581,8047.119926132854,NA,1978-08-01
22.053333333333335,21429.0,19861.141928015528,8045.935763801728,NA,1978-08-02
22.056666666666665,21427.0,19858.82017502057,8046.340177757593,NA,1978-08-03
22.056666666666665,21405.0,19838.43029104939,8038.078662663988,NA,1978-08-04
22.06,21405.0,19837.962621016042,8039.232802150365,NA,1978-08-05
22.05,21407.0,19841.219142868067,8036.521133219635,NA,1978-08-06
22.063333333333333,21414.0,19845.835806704734,8043.767595680288,NA,1978-08-07
22.063333333333333,21419.0,19850.469652741605,8045.6457519321975,NA,1978-08-08
22.061666666666667,21421.0,19852.557242958577,8045.819530355682,NA,1978-08-09
NA,NA,NA,NA,NA,1978-08-10
22.063333333333333,21432.0,19862.517652437466,8050.528958187164,NA,1978-08-11
22.058333333333334,21406.0,19839.123266409708,8039.031286181252,NA,1978-08-12
22.058333333333334,21413.0,19845.610880296696,8041.660138792821,NA,1978-08-13
22.055,21424.0,19856.273753673966,8044.636015330863,NA,1978-08-14
22.05666666666667,21425.0,19856.966549205004,8045.589130930903,NA,1978-08-15
22.056666666666665,21432.0,19863.454239559473,8048.217794824322,NA,1978-08-16
22.048333333333332,21427.0,19859.990257710135,8043.451744348225,NA,1978-08-17
22.06833333333333,21422.0,19852.547671384913,8048.505137936454,NA,1978-08-18
22.061666666666667,21417.0,19848.85012242397,8044.317113189284,NA,1978-08-19
22.056666666666665,21423.0,19855.112923389446,8044.838084104211,NA,1978-08-20
22.058333333333334,21427.0,19858.58610807067,8046.917844015961,NA,1978-08-21
22.066666666666666,21421.0,19851.855037157406,8047.551962161425,NA,1978-08-22
22.061666666666667,21425.0,19856.264363493185,8047.321947522081,NA,1978-08-23
22.055,21430.0,19861.834696659498,8046.888994050616,NA,1978-08-24
22.05,21429.0,19861.609987972148,8044.780275786591,NA,1978-08-25
22.058333333333334,21426.0,19857.659306086818,8046.54229364288,NA,1978-08-26
22.063333333333333,21419.0,19850.469652741605,8045.6457519321975,NA,1978-08-27
22.028333333333332,21312.0,19756.191915167048,7993.386329403087,NA,1978-08-28
22.053333333333335,21362.0,19799.043999545833,8020.779307776028,NA,1978-08-29
22.063333333333333,21378.0,19812.472115239274,8030.2448706665355,NA,1978-08-30
22.061666666666667,21379.0,19813.632477345196,8030.044150108498,NA,1978-08-31
22.046666666666667,21388.0,19824.07596487498,8028.234932964165,NA,1978-09-01
22.061666666666667,21394.0,19827.534179349976,8035.678214482492,NA,1978-09-02
22.06,21396.0,19829.62150148373,8035.8526061578705,NA,1978-09-03
22.061666666666667,21403.0,19835.875200552844,8039.058653106889,NA,1978-09-04
22.061666666666667,21409.0,19841.435881354755,8041.312278856487,NA,1978-09-05
22.065,21395.0,19827.993407267793,8037.207378271696,NA,1978-09-06
22.06,21412.0,19844.45015843006,8041.861843477861,NA,1978-09-07
22.08,21400.0,19830.521891333286,8044.277563420556,NA,1978-09-08
22.05,21395.0,19830.096863720384,8032.016146364931,NA,1978-09-09
22.066666666666666,21412.0,19843.514310985218,8044.170795658486,NA,1978-09-10
22.055,21411.0,19844.22504387198,8039.754561438065,NA,1978-09-11
22.056666666666665,21402.0,19835.649852326045,8036.952092423951,NA,1978-09-12
22.048333333333332,21409.0,19843.30664242854,8036.694749370007,NA,1978-09-13
22.061666666666667,21424.0,19855.337583359535,8046.946343230481,NA,1978-09-14
NA,NA,NA,NA,NA,1978-09-15
NA,NA,NA,NA,NA,1978-09-16
NA,NA,NA,NA,NA,1978-09-17
NA,NA,NA,NA,NA,1978-09-18
22.061666666666667,21425.0,19856.264363493185,8047.321947522081,NA,1978-09-19
22.055,21429.0,19860.907872828575,8046.513497597323,NA,1978-09-20
22.063333333333333,21424.0,19855.103498778473,8047.523908184107,NA,1978-09-21
22.063333333333333,21415.0,19846.762575912107,8044.14322693067,NA,1978-09-22
22.07,21413.0,19843.973012011757,8045.700969993176,NA,1978-09-23
22.061666666666667,21418.0,19849.776902557624,8044.692717480883,NA,1978-09-24
22.05,21396.0,19831.023720316025,8032.391561936157,NA,1978-09-25
22.068333333333335,21394.0,19826.599051517544,8037.985198441439,NA,1978-09-26
22.083333333333332,21384.0,19815.227652181933,8039.415967108842,NA,1978-09-27
22.04,21369.0,19807.398438255477,8018.79842047389,NA,1978-09-28
22.028333333333332,21308.0,19752.483921188978,7991.886069206127,NA,1978-09-29
22.068333333333335,21376.0,19809.91779588852,8031.222380194644,NA,1978-09-30
22.056666666666665,21389.0,19823.601284524895,8032.070288050458,NA,1978-10-01
22.07,21396.0,19828.21867860662,8039.313405593518,NA,1978-10-02
22.073333333333334,21398.0,19829.604344022595,8041.218536983077,NA,1978-10-03
22.071666666666665,21393.0,19825.204672377524,8038.762883574833,NA,1978-10-04
22.073333333333334,21403.0,19834.237862188784,8043.0975019650805,NA,1978-10-05
22.07,21411.0,19842.119561022915,8044.949491828511,NA,1978-10-06
22.066666666666666,21411.0,19842.58756363275,8043.795110491493,NA,1978-10-07
22.065,21417.0,19848.382089434646,8045.47185886632,NA,1978-10-08
22.058333333333334,21419.0,19851.171692199827,8043.91344103131,NA,1978-10-09
22.065,21406.0,19838.187748351218,8041.339618569008,NA,1978-10-10
22.058333333333334,21414.0,19846.537682280552,8042.035689165903,NA,1978-10-11
22.051666666666666,21424.0,19856.741738022527,8043.480810536827,NA,1978-10-12
22.066666666666666,21423.0,19853.708531862336,8048.303332495411,NA,1978-10-13
22.076666666666668,21419.0,19848.596808481,8050.264948084487,NA,1978-10-14
22.068333333333335,21420.0,19850.694198537243,8047.75371368681,NA,1978-10-15
22.071666666666665,21421.0,19851.15268017571,8049.284332681555,NA,1978-10-16
22.063333333333333,21427.0,19857.883806400598,8048.650801935253,NA,1978-10-17
22.081666666666667,21396.0,19826.58128852814,8043.350695412069,NA,1978-10-18
22.058333333333334,21390.0,19824.29443466802,8033.022480211948,NA,1978-10-19
22.055,21406.0,19839.59092471737,8037.877079171604,NA,1978-10-20
22.058333333333334,21406.0,19839.123266409708,8039.031286181252,NA,1978-10-21
22.055,21408.0,19841.444572379212,8038.628072078189,NA,1978-10-22
22.053333333333335,21409.0,19842.605232949947,8038.42637394331,NA,1978-10-23
22.066666666666666,21414.0,19845.367805690148,8044.922165992472,NA,1978-10-24
22.06,21421.0,19852.791277962373,8045.242039470356,NA,1978-10-25
22.056666666666665,21419.0,19851.405671758323,8043.335990450828,NA,1978-10-26
22.055,21373.0,19809.005738296943,8025.485696212963,NA,1978-10-27
22.068333333333335,21391.0,19823.81884224604,8036.858062066974,NA,1978-10-28
22.048333333333332,21396.0,19831.257364725163,8031.814697441295,NA,1978-10-29
22.025,21377.0,19816.913238466816,8016.612669892359,NA,1978-10-30
22.06,21388.0,19822.207173010564,8032.847987497875,NA,1978-10-31
22.068333333333335,21399.0,19831.232733636716,8039.863759065549,NA,1978-11-01
22.046666666666667,21398.0,19833.344749223623,8031.988549446755,NA,1978-11-02
22.078333333333333,21404.0,19834.46256483474,8045.20420897875,NA,1978-11-03
22.075,21402.0,19833.077196873433,8043.298633201368,NA,1978-11-04
22.068333333333335,21410.0,19841.426834298898,8043.996592438591,NA,1978-11-05
22.06,21417.0,19849.08411372579,8043.739730140359,NA,1978-11-06
22.065,21421.0,19852.089122555895,8046.974491701706,NA,1978-11-07
22.081666666666667,21411.0,19840.481023026547,8048.989612052151,NA,1978-11-08
22.065,21413.0,19844.6750563134,8043.969226030934,NA,1978-11-09
22.075,21418.0,19847.904280096966,8049.311752448692,NA,1978-11-10
22.076666666666668,21401.0,19831.916536640456,8043.499703718946,NA,1978-11-11
22.051666666666666,21402.0,19836.351133175787,8035.221074827725,NA,1978-11-12
22.05,21391.0,19826.389437337824,8030.51448408003,NA,1978-11-13
22.038333333333334,21400.0,19836.366610861325,8029.854275110228,NA,1978-11-14
22.068333333333335,21401.0,19833.086206484386,8040.6151833151935,NA,1978-11-15
22.063333333333333,21406.0,19838.421653045745,8040.762545677231,NA,1978-11-16
22.053333333333335,21422.0,19854.654084742575,8043.307477351282,NA,1978-11-17
22.066666666666666,21415.0,19846.29455304261,8045.297851159466,NA,1978-11-18
22.053333333333335,21425.0,19857.434589002412,8044.433885830044,NA,1978-11-19
22.045,21424.0,19857.677505094412,8041.170319279856,NA,1978-11-20
22.065,21407.0,19839.114506631533,8041.715276777854,NA,1978-11-21
22.055,21405.0,19838.664100886446,8037.501582718312,NA,1978-11-22
22.073333333333334,21410.0,19840.72478762145,8045.728052939886,NA,1978-11-23
22.06,21414.0,19846.303740548352,8042.61299814286,NA,1978-11-24
22.003333333333334,21370.0,19813.453206589777,8006.495614829084,NA,1978-11-25
22.061666666666667,21381.0,19815.4860376125,8030.795358691697,NA,1978-11-26
22.058333333333334,21397.0,19830.782048555007,8035.651332823519,NA,1978-11-27
22.06,21405.0,19837.962621016042,8039.232802150365,NA,1978-11-28
22.065,21410.0,19841.894781472467,8042.842251404394,NA,1978-11-29
22.065,21418.0,19849.30884771496,8045.847517075166,NA,1978-11-30
22.06,21410.0,19842.59657631177,8041.1106888128625,NA,1978-12-01
22.061666666666667,21419.0,19850.703682691274,8045.068321772483,NA,1978-12-02
22.061666666666667,21422.0,19853.48402309223,8046.195134647282,NA,1978-12-03
22.061666666666667,21430.0,19860.898264161446,8049.199968980079,NA,1978-12-04
22.075,21424.0,19853.46443630579,8051.5666721664375,NA,1978-12-05
22.058333333333334,21432.0,19863.22011798995,8048.795595881369,NA,1978-12-06
22.068333333333335,21425.0,19855.327880656416,8049.63227431092,NA,1978-12-07
22.07,21428.0,19857.873894428052,8051.337056228169,NA,1978-12-08
22.061666666666667,21424.0,19855.337583359535,8046.946343230481,NA,1978-12-09
22.06,21427.0,19858.35202431725,8047.495503465353,NA,1978-12-10
22.063333333333333,21428.0,19858.81057560797,8049.026433185635,NA,1978-12-11
22.043333333333333,21433.0,19866.253507294536,8043.970448970309,NA,1978-12-12
22.071666666666665,21418.0,19848.372536483046,8048.157034562977,NA,1978-12-13
22.055,21426.0,19858.12740133581,8045.387008237447,NA,1978-12-14
22.078333333333333,21398.0,19828.902539821236,8042.948965788044,NA,1978-12-15
22.065,21413.0,19844.6750563134,8043.969226030934,NA,1978-12-16
22.07,21415.0,19845.826463000594,8046.452448157842,NA,1978-12-17
22.065,21401.0,19833.55395694966,8039.461327524775,NA,1978-12-18
22.078333333333333,21397.0,19827.975868985654,8042.573091922926,NA,1978-12-19
22.066666666666666,21399.0,19831.46659540317,8039.286888487574,NA,1978-12-20
NA,NA,NA,NA,NA,1978-12-21
22.08,21417.0,19846.275109658178,8050.667877372806,NA,1978-12-22
NA,NA,NA,NA,NA,1978-12-23
NA,NA,NA,NA,NA,1978-12-24
NA,NA,NA,NA,NA,1978-12-25
NA,NA,NA,NA,NA,1978-12-26
NA,NA,NA,NA,NA,1978-12-27
NA,NA,NA,NA,NA,1978-12-28
NA,NA,NA,NA,NA,1978-12-29
22.066666666666666,21401.0,19833.3200901081,8040.038258821561,NA,1978-12-30
22.075,21403.0,19834.003889574906,8043.674453154325,NA,1978-12-31
NA,NA,19842.100155077238,8050.318654307035,NA,1979-01-01
NA,NA,19846.519107354605,8047.405502483925,NA,1979-01-02
NA,NA,19842.362661488405,8041.687883148086,NA,1979-01-03
NA,NA,19813.873355598298,8026.786819662762,NA,1979-01-04
NA,NA,19814.075806451896,8036.934983946161,NA,1979-01-05
NA,NA,19834.246837460563,8040.413943988554,NA,1979-01-06
NA,NA,19838.178676276617,8044.023608128194,NA,1979-01-07
NA,NA,19826.59034796314,8040.667893530664,NA,1979-01-08
NA,NA,19845.124201992552,8048.184292589818,NA,1979-01-09
NA,NA,NA,NA,NA,1979-01-10
NA,NA,19850.450172018842,8051.01664190288,NA,1979-01-11
NA,NA,NA,NA,NA,1979-01-12
NA,NA,19830.00195866037,8058.849007117944,NA,1979-01-13
NA,NA,19833.238669261165,8061.508846867535,NA,1979-01-14
NA,NA,NA,NA,NA,1979-01-15
NA,NA,19824.69893931677,8050.64723891517,NA,1979-01-16
NA,NA,19843.02679310811,8050.694609038007,NA,1979-01-17
NA,NA,19843.046286517336,8045.325230910843,NA,1979-01-18
NA,NA,19821.216857777872,8051.248243405637,NA,1979-01-19
NA,NA,19831.897380850874,8048.866707518529,NA,1979-01-20
NA,NA,19834.45295565002,8047.887980713088,NA,1979-01-21
NA,NA,NA,NA,NA,1979-01-22
NA,NA,NA,NA,NA,1979-01-23
NA,NA,19819.81134798318,8054.707575719753,NA,1979-01-24
NA,NA,19821.46111513998,8047.989081813779,NA,1979-01-25
NA,NA,19818.661274343,8052.225114392731,NA,1979-01-26
NA,NA,19825.6150175814,8053.706610912203,NA,1979-01-27
NA,NA,19829.565757919063,8051.9516797087035,NA,1979-01-28
NA,NA,19826.33781516919,8046.6103322325835,NA,1979-01-29
NA,NA,NA,NA,NA,1979-01-30
NA,NA,NA,NA,NA,1979-01-31
NA,NA,NA,NA,NA,1979-02-01
NA,NA,19830.492286549936,8052.327903971843,NA,1979-02-02
NA,NA,19842.79259949963,8051.271815883675,NA,1979-02-03
NA,NA,19838.37312257522,8054.1835619437625,NA,1979-02-04
NA,NA,19820.748421598502,8052.401381432774,NA,1979-02-05
NA,NA,NA,NA,NA,1979-02-06
NA,NA,NA,NA,NA,1979-02-07
NA,NA,19832.355655605857,8050.396583371433,NA,1979-02-08
NA,NA,NA,NA,NA,1979-02-09
NA,NA,19839.075907143982,8052.452306631762,NA,1979-02-10
NA,NA,19837.21228790478,8054.384436106811,NA,1979-02-11
NA,NA,19822.14334262679,8051.6245754727315,NA,1979-02-12
NA,NA,19834.656321250084,8055.362972448489,NA,1979-02-13
NA,NA,19841.376257674845,8057.419760778071,NA,1979-02-14
NA,NA,19833.04803213021,8051.34962321325,NA,1979-02-15
NA,NA,19829.767527855573,8059.425835083086,NA,1979-02-16
NA,NA,19838.596704615167,8056.291007134254,NA,1979-02-17
NA,NA,19842.994881923252,8058.74947594027,NA,1979-02-18
NA,NA,19835.379582744423,8048.263962398709,NA,1979-02-19
NA,NA,19837.466964922874,8048.438880652175,NA,1979-02-20
NA,NA,19824.474864818058,8048.541006554983,NA,1979-02-21
NA,NA,NA,NA,NA,1979-02-22
NA,NA,19822.37754650537,8051.04796928945,NA,1979-02-23
NA,NA,19817.29648732543,8044.955185297126,NA,1979-02-24
NA,NA,19820.076171702745,8046.083615517619,NA,1979-02-25
NA,NA,19816.837906967838,8043.426158606953,NA,1979-02-26
NA,NA,19810.82825609661,8036.959923219977,NA,1979-02-27
NA,NA,19815.911323627166,8043.05006910592,NA,1979-02-28
NA,NA,19819.626922139607,8041.872273743155,NA,1979-03-01
NA,NA,19821.46111513998,8047.989081813779,NA,1979-03-02
NA,NA,19826.988303254613,8058.296272947826,NA,1979-03-03
NA,NA,19814.534851962853,8038.463634323999,NA,1979-03-04
NA,NA,19816.818571731867,8048.790138589952,NA,1979-03-05
NA,NA,19807.12166023037,8035.456212115955,NA,1979-03-06
NA,NA,19810.08906673442,8049.41365367996,NA,1979-03-07
NA,NA,19818.437403231113,8050.119247204356,NA,1979-03-08
NA,NA,19824.71866274936,8045.281532851234,NA,1979-03-09
NA,NA,19805.212572273434,8050.788530762827,NA,1979-03-10
NA,NA,NA,NA,NA,1979-03-11
NA,NA,NA,NA,NA,1979-03-12
NA,NA,NA,NA,NA,1979-03-13
NA,NA,NA,NA,NA,1979-03-14
NA,NA,19835.79495330886,8060.530973222962,NA,1979-03-15
NA,NA,19830.470769931733,8057.695330730932,NA,1979-03-16
NA,NA,NA,NA,NA,1979-03-17
NA,NA,NA,NA,NA,1979-03-18
NA,NA,NA,NA,NA,1979-03-19
NA,NA,NA,NA,NA,1979-03-20
NA,NA,NA,NA,NA,1979-03-21
NA,NA,19814.28280912947,8044.403132603211,NA,1979-03-22
NA,NA,19810.2563645199,8064.928007862109,NA,1979-03-23
NA,NA,19809.61025264469,8053.247645410792,NA,1979-03-24
NA,NA,19811.697276329094,8053.424553014351,NA,1979-03-25
NA,NA,19802.657226169842,8051.763520050958,NA,1979-03-26
NA,NA,19804.296329778314,8047.731101517315,NA,1979-03-27
NA,NA,19803.398065438865,8039.313034194664,NA,1979-03-28
NA,NA,19774.62327475285,8043.716699486813,NA,1979-03-29
NA,NA,19783.89615206609,8044.8059046980525,NA,1979-03-30
NA,NA,19804.275686426972,8053.092917382575,NA,1979-03-31
NA,NA,19791.78479164244,8043.988485901194,NA,1979-04-01
NA,NA,19791.7750614919,8046.667938675449,NA,1979-04-02
NA,NA,19786.621511260593,8059.332116876657,NA,1979-04-03
NA,NA,19744.505861532143,8035.482392733049,NA,1979-04-04
NA,NA,19805.40275546262,8060.93733345656,NA,1979-04-05
NA,NA,19802.880822402607,8053.868333522659,NA,1979-04-06
NA,NA,19816.9985171987,8061.625504161339,NA,1979-04-07
NA,NA,19820.011907901753,8062.179418161858,NA,1979-04-08
NA,NA,19817.45574305293,8063.155267768219,NA,1979-04-09
NA,NA,19821.653132053798,8058.1434656217125,NA,1979-04-10
NA,NA,19825.347047877072,8062.333311841671,NA,1979-04-11
NA,NA,19829.052373930313,8063.840149204878,NA,1979-04-12
NA,NA,19824.66668444041,8058.6965975174,NA,1979-04-13
NA,NA,19827.89147738459,8064.040213259075,NA,1979-04-14
NA,NA,19819.800381375473,8057.39026251234,NA,1979-04-15
NA,NA,19811.909632448027,8058.212004887506,NA,1979-04-16
NA,NA,19820.492357392028,8058.3434222279375,NA,1979-04-17
NA,NA,19823.03700158153,8060.0499399153505,NA,1979-04-18
NA,NA,19823.72887831691,8061.003247672347,NA,1979-04-19
NA,NA,19826.73058597894,8064.240216598661,NA,1979-04-20
NA,NA,19823.96335500934,8060.426595363731,NA,1979-04-21
NA,NA,19788.954017688167,8056.255636821816,NA,1979-04-22
NA,NA,19796.14053652446,8057.167545618812,NA,1979-04-23
NA,NA,19809.365066286824,8056.505487528397,NA,1979-04-24
NA,NA,19750.51244100327,8041.945244639196,NA,1979-04-25
NA,NA,19792.21230771626,8053.555486012679,NA,1979-04-26
NA,NA,19797.52415593751,8059.073290091781,NA,1979-04-27
NA,NA,19781.789348845905,8049.98504084863,NA,1979-04-28
NA,NA,19788.517754288227,8049.3685521424395,NA,1979-04-29
NA,NA,19793.62779025965,8047.421195678835,NA,1979-04-30
NA,NA,19800.77164599354,8059.052439537686,NA,1979-05-01
NA,NA,19797.769836443626,8055.816873738066,NA,1979-05-02
NA,NA,19812.824414297836,8061.270912716159,NA,1979-05-03
